Effect List,Effect List,Effect,Effect,Effect,Effect,Effect,Effect,Effect,Effect,,,,,
2836,DBUF_HE_Healdown,2402,,,,,,,,,,,,
2837,MOR_Cast_Demolishing Strike,2822,,,,,,,,,,,,
2838,MOR_Impact_Demolishing Strike,2823,,,,,,,,,,,,
2839,MOR_Cast_Shield wall,2824,,,,,,,,,,,,
2840,MOR_DivineFavor,2825,,,,,,,,,,,,
2841,MOR_AOE_RampagingSiphon,2826,,,,,,,,,,,,
2842,MOR_PROJ_RampagingSiphon,2827,,,,,,,,,,,,
2843,MOR_PtoP_StealLife,2828,,,,,,,,,,,,
2844,MOR_CAST_FocusedMind,2829,,,,,,,,,,,,
2845,MOR_BUFF_FocusedMind,2830,2831,2832,,,,,,,,,,
2846,MOR_BUFF_DivineProtection,2833,,,,,,,,,,,,
2847,MOR_AlterFate,2834,,,,,,,,,,,,
2848,MOR_BUFF_AlterFate,2835,,,,,,,,,,,,
2849,MOR_Cast_Challange,2836,,,,,,,,,,,,
2850,MOR_BUFF_StealLife,2837,,,,,,,,,,,,
2851,MOR_IMPACT_StealLife,2838,,,,,,,,,,,,
2852,MOR_CONE_Raze,2839,,,,,,,,,,,,
2853,MOR_cast_DistractingBellow,2840,,,,,,,,,,,,
2854,MOR_Impact_DistractingBellow,2841,,,,,,,,,,,,
2855,MOR_Debuff_DistractingBellow,2842,,,,,,,,,,,,
2856,MORAL_GEN_CAST_PointBlankShot,2843,,,,,,,,,,,,
2857,MORAL_GEN_IMPACT_PointBlankShot,2844,,,,,,,,,,,,
2858,MORAL_GEN_BUFF_UnshakableFocus,2845,,,,,,,,,,,,
2859,MORAL_GEN_BUFF_FocusedMind,2846,,,,,,,,,,,,
2860,MORAL_GEN_BUFF_Concealment,2847,,,,,,,,,,,,
2861,MORAL_GEN_CAST_ExplosiveShots,2848,,,,,,,,,,,,
2862,MORAL_GEN_AOE_ExplosiveShots,2849,,,,,,,,,,,,
2863,MORAL_GEN_IMPACT_ExplosiveShots,2850,,,,,,,,,,,,
2864,MORAL_GEN_PROJ_ExplosiveShots,2851,,,,,,,,,,,,
2865,MORAL_GEN_CAST_HailofDoom,2852,,,,,,,,,,,,
2866,MORAL_GEN_IMPACT_HailofDoomGround,2853,,,,,,,,,,,,
2867,MORAL_GEN_IMPACT_HailofDoomTargets,2854,,,,,,,,,,,,
2868,MOR_cast_Immac_Defense + loop,2855,2856,,,,,,,,,,,
2869,vfx_GEN_DBUF_FIG_Taunt,2857,,,,,,,,,,,,
2870,MORAL_GEN_AOE_UnleashtheWinds,2858,,,,,,,,,,,,
2871,MORAL_GEN_BUFF_FocusedMind2,2859,,,,,,,,,,,,
2872,MORAL_GEN_BUFF_Misdirection,2860,,,,,,,,,,,,
2873,MORAL_GEN_CAST_ScintillatingEnergy,2861,,,,,,,,,,,,
2874,MORAL_GEN_CAST_SiphonPower,2862,,,,,,,,,,,,
2875,MORAL_GEN_IMPACT_MageBolt,2863,,,,,,,,,,,,
2876,MORAL_GEN_IMPACT_Misdirection,2864,,,,,,,,,,,,
2877,MORAL_GEN_IMPACT_ScintillatingEnergy,2865,,,,,,,,,,,,
2878,MORAL_GEN_IMPACT_SiphonPower,2866,,,,,,,,,,,,
2879,MORAL_GEN_IMPACT_UnleashtheWinds,2867,,,,,,,,,,,,
2880,MORAL_GEN_PROJ_MageBolt,2868,,,,,,,,,,,,
2881,MORAL_GEN_PROJ_SiphonPower,2869,,,,,,,,,,,,
2882,MOR_Cast_Frenzied Slaughter,2871,,,,,,,,,,,,
2883,MOR_Buff_Frenzied Slaughter,2870,2872,,,,,,,,,,,
2884,MOR_Impact_BroadSwings,2873,,,,,,,,,,,,
2885,MOR_LOOP_RelentlessAssault,2874,,,,,,,,,,,,
2886,MOR_Buff_RelentlessAssault,2875,,,,,,,,,,,,
2887,MOR_Cast_RelentlessAssault,2876,,,,,,,,,,,,
2888,MOR_Buff_Confusing Movements,2877,,,,,,,,,,,,
2889,MOR_Buff_ForceOfWill,2878,,,,,,,,,,,,
2890,MOR_Impact_ForceOfWill,2879,,,,,,,,,,,,
2891,MOR_Impact_Sever Nerve,2880,,,,,,,,,,,,
2892,Cast_CH_Ravage,2881,,,,,,,,,,,,
2893,MOR_Cast_BroadSwings,2882,,,,,,,,,,,,
2894,AOE_HE_IMPACT_NaturesBladeProc,2883,,,,,,,,,,,,
2895,IMPACT_DE_HatefulStrike,2884,,,,,,,,,,,,
2896,IMPACT_DE_FeedingonWeakness,2885,,,,,,,,,,,,
2897,IMPACT_DE_CripplingAnger,2886,,,,,,,,,,,,
2898,BUFF_DE_DrivenbyHate,2887,,,,,,,,,,,,
2899,IMPACT_DE_MindKiller,2888,,,,,,,,,,,,
2900,IMPACT_DE_CrushingAnger,2889,1955,,,,,,,,,,,
2901,IMPACT_DE_MurderousWrath,2890,,,,,,,,,,,,
2902,IMPACT_DE_BrutalSmash,2891,,,,,,,,,,,,
2903,AOE_DE_PushTheLine,2892,,,,,,,,,,,,
2904,ATK_DE_CrushingSpite,2893,,,,,,,,,,,,
2905,IMPACT_DE_CrushingSpite,2894,,,,,,,,,,,,
2906,vfx_Weapontrail_DE_CrushingAnger,2895,,,,,,,,,,,,
2907,vfx_Weapontrail_DE_HatefulStrike,2896,,,,,,,,,,,,
2908,vfx_Weapontrail_DE_PitilessStrike,2897,,,,,,,,,,,,
2909,vfx_Weapontrail_DE_CripplingAnger,2898,,,,,,,,,,,,
2910,vfx_Weapontrail_DE_MindKiller,2899,,,,,,,,,,,,
2911,vfx_Weapontrail_DE_MurderousWrath,2900,,,,,,,,,,,,
2912,AOE_EM_Juggernaut,2901,,,,,,,,,,,,
2913,AOE_EM_PushTheLine,2902,,,,,,,,,,,,
2914,PROJ_EM_Dagger,2903,,,,,,,,,,,,
2915,BUFF_EM_SunShield,2904,,,,,,,,,,,,
2916,ATK_EM_Shield Rush,2905,,,,,,,,,,,,
2917,Impact_EM_Slash01,2906,,,,,,,,,,,,
2918,Impact_EM_Slash02,2907,,,,,,,,,,,,
2919,Impact_EM_Blazing,2908,,,,,,,,,,,,
2920,WPN_EM_Blazing,2909,,,,,,,,,,,,
2921,Impact_EM_Knight01,2910,,,,,,,,,,,,
2922,Impact_EM_Knight02,2911,,,,,,,,,,,,
2923,Impact_EM_Knight03,2912,,,,,,,,,,,,
2924,Aura_EM_SunFlare_Red,2913,,,,,,,,,,,,
2925,Aura_EM_SunFlare_Gold,2914,,,,,,,,,,,,
2926,Aura_EM_SunFlare_Blue,2915,,,,,,,,,,,,
2927,vfx_MOR_EM_CAST_GuardianofLight,2916,,,,,,,,,,,,
2928,vfx_MOR_EM_LOOP_GuardianofLight,2917,,,,,,,,,,,,
2929,vfx_MOR_EM_AOE_NoEscape,2918,,,,,,,,,,,,
2930,vfx_MOR_EM_ROOT_NoEscape,2919,,,,,,,,,,,,
2931,PROP_EM_Dagger,2920,,,,,,,,,,,,
2932,Buff01_EM_PushTheLine,2921,,,,,,,,,,,,
2933,Buff02_EM_PushTheLine,2922,,,,,,,,,,,,
2934,MNST_BUILD_BoltofMourkain,2923,,,,,,,,,,,,
2935,MNST_PROJ_Moonflare,2924,,,,,,,,,,,,
2936,MNST_PROJ_BoltofMourkain,2925,,,,,,,,,,,,
2937,BOSS_CONE_CorrosiveVomit,2926,,,,,,,,,,,,
2938,ATT_Chomper2,2927,,,,,,,,,,,,
2939,BOSS_ATK_ThunderousBlow,2928,,,,,,,,,,,,
2940,BOSS_IMPACT_ThunderousBlow,2929,,,,,,,,,,,,
2941,BOSS_AOE_Maelstrom,2930,,,,,,,,,,,,
2942,BOSS_IMPACT_Maelstrom,2931,,,,,,,,,,,,
2943,BOSS_WEAPON_Maelstrom,2932,,,,,,,,,,,,
2944,BOSS_AOE_ArrowStorm,2933,,,,,,,,,,,,
2945,MNST_PROJ_LightningBolt,2934,,,,,,,,,,,,
2946,MNST_AOE_LightningBolt,2935,,,,,,,,,,,,
2947,MNST_AOE_PainVoid,2936,,,,,,,,,,,,
2948,MNST_AOE_DrainFont,2937,,,,,,,,,,,,
2949,MNST_AOE_BuffFont,2938,,,,,,,,,,,,
2950,MNST_PtoP_DarkPromiseBolt,2939,2940,2941,,,,,,,,,,
2951,MNST_IMPACT_DarkPromiseBolt,2942,,,,,,,,,,,,
2952,BOSS_AOE_CurseofVerrimus,2943,,,,,,,,,,,,
2953,BOSS_DEBUFF_CurseofVerrimus,2944,2945,,,,,,,,,,,
2954,BOSS_DEBUFF_CurseofZakarai,2946,,,,,,,,,,,,
2955,BOSS_ATK_ZakaraiCleave,2947,,,,,,,,,,,,
2956,MNST_AOE_BloodPool,2948,,,,,,,,,,,,
2957,MNST_AOE_BloodPulse,2949,,,,,,,,,,,,
2958,MNST_AOE_EnergyFlux,2950,,,,,,,,,,,,
2959,MNST_AOE_EnergyFluxFont,2951,,,,,,,,,,,,
2960,MNST_BUFF_BloodFuel,2952,,,,,,,,,,,,
2961,BOSS_BUFF_BloodMark,2953,,,,,,,,,,,,
2962,MNST_IMPACT_VolotileBurst,2954,,,,,,,,,,,,
2963,MNST_AOE_VolotileBurst,2955,,,,,,,,,,,,
2964,MNST_CONE_ArdentBreath,2956,,,,,,,,,,,,
2965,MNST_AOE_DeadSilence,2957,,,,,,,,,,,,
2966,MNST_IMPACT_Spikeshot,2958,,,,,,,,,,,,
2967,MNST_PROJ_Spikeshot,2959,,,,,,,,,,,,
2968,BOSS_WEAPON_ThunderingBlow,2960,,,,,,,,,,,,
2969,BOSS_AOE_DeadlyPoison,2961,,,,,,,,,,,,
2970,MNST_AOE_GasiousCloud,2962,,,,,,,,,,,,
2971,MNST_AOE_FrostAura,2963,,,,,,,,,,,,
2972,BUFF_EM_Vigilance,2964,,,,,,,,,,,,
2973,Impact_EM_Shining,2965,,,,,,,,,,,,
2974,Impact_EM_ArchingSwing,2966,,,,,,,,,,,,
2975,CAE_EM_ArchingSwing,2967,,,,,,,,,,,,
2976,Impact_EM_Smash,2968,,,,,,,,,,,,
2977,Impact_EM_Repel,2969,912,,,,,,,,,,,
2978,Cast_EM_Defense_Knight,2970,2973,,,,,,,,,,,
2979,DeBUFF_EM_Resist,2971,,,,,,,,,,,,
2980,DBUF_EM_Speed,2972,,,,,,,,,,,,
2981,BUFF_EM_Defense,2973,,,,,,,,,,,,
2982,BUF_EM_APBuff,2974,,,,,,,,,,,,
2983,MOR_EM_BUFF_FlawlessDefense,2975,,,,,,,,,,,,
2984,MOR_EM_AOE_FlawlessDefense,2976,,,,,,,,,,,,
2985,MOR_EM_CONE_NovaStrike,2977,,,,,,,,,,,,
2986,MOR_EM_IMPACT_NovaStrike,2978,,,,,,,,,,,,
2987,MOR_EM_WPN_NovaStrike,2979,,,,,,,,,,,,
2988,MOR_EM_BUFF_EmperorsChampion,2980,,,,,,,,,,,,
2989,AOE_DE_FuriousHowl,2981,,,,,,,,,,,,
2990,AOE_DE_GripofAnger,2982,,,,,,,,,,,,
2991,ATK_DE_BladeofRuin,2983,,,,,,,,,,,,
2992,ATK_DE_CrimsonDeath,2984,,,,,,,,,,,,
2993,BUFF_DE_Juggernaut,2985,,,,,,,,,,,,
2994,CONE_DE_GroundSlam,2986,,,,,,,,,,,,
2995,CONE_DE_MonsterousRending,2987,,,,,,,,,,,,
2996,IMPACT_DE_CrushtheWeak,2988,,,,,,,,,,,,
2997,IMPACT_DE_EnragedBeating,2989,,,,,,,,,,,,
2998,IMPACT_DE_HorrificWound,2990,,,,,,,,,,,,
2999,IMPACT_DE_MaddenedAssault (Exile),2991,,,,,,,,,,,,
12,IMPACT_DE_MonsterousRending,2992,,,,,,,,,,,,
15,MOR_EM_AOE_SolarFlare,2993,,,,,,,,,,,,
17,MOR_EM_IMPACT_SolarFlare,2994,,,,,,,,,,,,
24,BUFF_LOOP_BladeEnchant_EliteTraining,24,,,,,,,,,,,,
40,IMPACT_DE_ChokingFury,2995,,,,,,,,,,,,
41,DEBUF_DE_ChokingFury,2996,,,,,,,,,,,,
68,BUFF_DE_BolsteringAnger,2997,,,,,,,,,,,,
70,AOE_EM_Staggering,2998,,,,,,,,,,,,
71,CAE_EM_HeavensFury,2999,,,,,,,,,,,,
77,Impact_EM_Unbalancing,1909,,,,,,,,,,,,
82,Impact_EM_MyrFury,1910,,,,,,,,,,,,
95,AOE_EM_KnightRoot,1911,,,,,,,,,,,,
101,ROOT_EM_KnightRoot,1912,,,,,,,,,,,,
132,AOE_EM_RedAura,1913,,,,,,,,,,,,
135,AOE_EM_GoldAura,1914,,,,,,,,,,,,
138,AOE_EM_BlueAura,1915,,,,,,,,,,,,
151,CAST_EM_RedAura,1916,,,,,,,,,,,,
157,CAST_EM_GoldAura,1917,,,,,,,,,,,,
158,CAST_EM_BlueAura,1918,,,,,,,,,,,,
159,Impact_EM_Blazing01,1926,,,,,,,,,,,,
166,Cast_EM_Repel,1927,,,,,,,,,,,,
177,WPN_EM_BlazingSilver,1928,,,,,,,,,,,,
189,Aura_EM_Flare_Gold,1919,,,,,,,,,,,,
197,Aura_EM_Flare_Red,1920,,,,,,,,,,,,
198,Aura_EM_Flare_Blue,1921,,,,,,,,,,,,
199,BUFF_EM_Backtoback,1929,,,,,,,,,,,,
201,BUFF_DE_ShieldofRage,1930,,,,,,,,,,,,
203,IMPACT_DE_CrimsonDeath,1931,,,,,,,,,,,,
204,IMPACT_DE_BladeofRuin,1932,,,,,,,,,,,,
206,IMPACT_DE_FuriousHowl,1933,,,,,,,,,,,,
208,IMPACT_DE_PitilessStrike,1934,,,,,,,,,,,,
215,MOR_BUFF_DE_BanishWeakness,1935,,,,,,,,,,,,
222,MOR_CAST_DE_BanishWeakness,1936,,,,,,,,,,,,
226,MOR_AOE_DE_AwayCretins,1937,,,,,,,,,,,,
229,MOR_BUFF_DE_ArmorofEternalServitude,1938,,,,,,,,,,,,
236,LOOP_ORD_Guard,1939,,,,,,,,,,,,
241,LOOP_DES_Guard,1940,,,,,,,,,,,,
242,LOOP_Gaurd_Absorb,1941,,,,,,,,,,,,
245,Impact_EM_DamageShield_B,1942,,,,,,,,,,,,
249,BUFF_GEN_CloakeffectKnight,1943,,,,,,,,,,,,
250,BUFF_GEN_CloakeffectBlackGuard,1944,,,,,,,,,,,,
253,vfx_WeaponTrail_EM_B_sword,1945,,,,,,,,,,,,
257,Cast_EM_ShiningBlade,1946,,,,,,,,,,,,
261,MOR_CAST_DE_KhainesWarding,1947,,,,,,,,,,,,
269,MOR_BUFF_DE_KhainesWardingA,1948,,,,,,,,,,,,
270,MOR_BUFF_DE_KhainesWardingB,1949,1948,,,,,,,,,,,
272,MOR_cast_DE_Blast Hatred,1950,,,,,,,,,,,,
276,MOR_Impact_DE_Blast Hatred,1951,,,,,,,,,,,,
277,ATK_DE_MaddenedAssault,1952,,,,,,,,,,,,
278,ROOT_EM_BlackGuardRoot,1953,,,,,,,,,,,,
281,MOR_AOE_DE_InMalekithsName,1956,,,,,,,,,,,,
291,MOR_IMPACT_DE_InMalekithsName,1957,,,,,,,,,,,,
300,DBUF_DE_INT_Head,1546,,,,,,,,,,,,
337,CONE_DE_Challenge,1958,,,,,,,,,,,,
340,GEN_FireworkBurst2BlueOrangemix,1959,,,,,,,,,,,,
342,GEN_FireworkBurst2Orange,1960,,,,,,,,,,,,
345,GEN_FireworkBurst2Red,1961,,,,,,,,,,,,
348,GEN_FireworkBurst2RedGreenmix,1962,,,,,,,,,,,,
349,GEN_FireworkBurstBlue,1963,,,,,,,,,,,,
351,GEN_FireworkBurstOrange,1964,,,,,,,,,,,,
352,GEN_FireworkBurst2Blue,1965,,,,,,,,,,,,
354,GEN_FireworkBurst2Green,1966,,,,,,,,,,,,
355,GEN_Fireworks_Rocket,1967,,,,,,,,,,,,
358,vfx_GEN_FireworkDwarfFace,1968,,,,,,,,,,,,
359,vfx_GEN_FireworkDwarfMugs,1969,,,,,,,,,,,,
360,GEN_Parry_Sparks,1970,,,,,,,,,,,,
363,GEN_Block_Sparks,1971,,,,,,,,,,,,
364,GEN_Disrupt_Energy,1972,,,,,,,,,,,,
379,Impact_DW_Mug,1973,,,,,,,,,,,,
380,PROJ_DW_Mug,1974,,,,,,,,,,,,
382,SCN_ObjectiveLight_NoLOOP_RVR,1975,,,,,,,,,,,,
386,ATK_DW_RelentlessStrike,1976,,,,,,,,,,,,
388,IMPACT_DW_RelentlessStrike,1977,,,,,,,,,,,,
393,ATK_DW_SlowDown,1978,,,,,,,,,,,,
398,IMPACT_DW_SlowDown,1979,,,,,,,,,,,,
401,ATK_DW_PulverisingStrike,1980,,,,,,,,,,,,
402,IMPACT_DW_PulverisingStrike,1981,,,,,,,,,,,,
411,ATK_DW_DeepWound,1982,,,,,,,,,,,,
419,IMPACT_DW_DeepWound,1983,,,,,,,,,,,,
420,AOE_DW_Flurry,1984,,,,,,,,,,,,
421,IMPACT_DW_Flurry,1985,,,,,,,,,,,,
429,CONE_DW_Onslaught,1986,,,,,,,,,,,,
439,IMPACT_DW_SpineCrusher,1987,,,,,,,,,,,,
445,ATK_DW_Deathblow,1988,,,,,,,,,,,,
448,IMPACT_DW_Deathblow,1989,,,,,,,,,,,,
451,CAST_DW_Charge,1990,,,,,,,,,,,,
452,AOE_DW_Warcry,1991,,,,,,,,,,,,
455,ATK_DW_Incapacitate,1992,,,,,,,,,,,,
458,IMPACT_DW_NumbingStrike,1993,,,,,,,,,,,,
465,CAST_DW_BreakLoose,1994,,,,,,,,,,,,
466,BUFF_DW_EventheOdds,1995,,,,,,,,,,,,
467,AOE_DW_WildSwing,1996,,,,,,,,,,,,
468,MOR_AOE_DW_Doomseeker,1997,,,,,,,,,,,,
486,MOR_IMPACT_DW_Doomseeker,1998,,,,,,,,,,,,
507,MOR_AOE_DW_UnleashedPower,1999,,,,,,,,,,,,
526,MOR_BUFF_DW_UnleashedPower,3000,,,,,,,,,,,,
535,Impact_GS_Flurry,3001,,,,,,,,,,,,
544,AOE_GS_Flurry,3002,914,,,,,,,,,,,
545,BUFF_GS_Energy_IN,3003,,,,,,,,,,,,
557,CAST_GS_Shatter,3004,912,,,,,,,,,,,
570,IMPACT_GS_Disarm,3005,,,,,,,,,,,,
571,IMPACT_GS_Glow,3006,,,,,,,,,,,,
572,WPN_GS_Glow_A,3007,,,,,,,,,,,,
645,AOE_GS_Choppa_Shout_A,3008,,,,,,,,,,,,
650,AOE_GS_Choppa_Shout,3009,,,,,,,,,,,,
653,WPN_GS_Glow_A,3010,,,,,,,,,,,,
655,Cast_GS_Lotsa_Choppin,3011,,,,,,,,,,,,
660,Cone_GS_Choppa_A,3012,,,,,,,,,,,,
663,IMPACT_GS_Choppa_A,3013,,,,,,,,,,,,
665,IMPACT_GS_Choppa_B,3014,,,,,,,,,,,,
670,IMPACT_GS_Choppa_C,3015,,,,,,,,,,,,
671,IMPACT_GS_Choppa_D,3016,,,,,,,,,,,,
675,IMPACT_GS_Choppa_E,3017,,,,,,,,,,,,
676,IMPACT_GS_Choppa_F,3018,,,,,,,,,,,,
677,IMPACT_GS_Choppin,3019,,,,,,,,,,,,
678,IMPACT_GS_ConeChoppa,3020,,,,,,,,,,,,
682,IMPACT_GS_Shout,3021,,,,,,,,,,,,
691,BUFF_GS_AtkSpeed,3022,,,,,,,,,,,,
714,MOR_AOE_DW_LooksLikeAChallenge,3023,,,,,,,,,,,,
779,MOR_DBUF_DW_LooksLikeAChallenge,3024,,,,,,,,,,,,
787,MOR_AOE_DW_UnTouchable,3025,,,,,,,,,,,,
792,MOR_AOE_DW_DeadlyDetermination,3026,,,,,,,,,,,,
794,MOR_ATK_DW_GreviousHarm,3027,,,,,,,,,,,,
795,MOR_IMPACT_DW_GreviousHarm,3028,,,,,,,,,,,,
796,BUFF_DW_RecklessGamble,3029,,,,,,,,,,,,
797,ATK_DW_PrecariousAssault,3030,,,,,,,,,,,,
806,DEBUF_DW_PrecariousAssault,3031,,,,,,,,,,,,
810,IMPACT_DW_PrecariousAssault,3032,,,,,,,,,,,,
811,AOE_DW_Retribution,3033,,,,,,,,,,,,
817,IMPACT_DW_Retribution,3034,,,,,,,,,,,,
821,IMPACT_DW_RuneofAbsorption,3035,,,,,,,,,,,,
823,BUFF_DW_RuneofAbsorption,3036,,,,,,,,,,,,
825,AOE_DW_Fierceness,3037,,,,,,,,,,,,
829,BUFF_DW_Fierceness,3038,,,,,,,,,,,,
832,BUFF_WEP_DW_Rampage,3039,3076,,,,,,,,,,,
833,IMPACT_DW_CleftinTwain,3040,,,,,,,,,,,,
834,IMPACT_DW_Devestate,3041,,,,,,,,,,,,
845,Fig_Impact_GS_Tired,3042,,,,,,,,,,,,
848,IMPACT_GS_Bleed tic,3043,,,,,,,,,,,,
854,IMPACT_GS_Bleed em,3044,,,,,,,,,,,,
855,BUFF_GS_AP_In,3045,,,,,,,,,,,,
856,IMPACT_GS_AP,3046,,,,,,,,,,,,
857,BUFF_GS_Bring Da Pain,3047,,,,,,,,,,,,
858,CAST_GS_Soft_Spot,3048,,,,,,,,,,,,
859,IMPACT_GS_Furious,3049,,,,,,,,,,,,
860,BUFF_GS_Damage_Up,3050,3137,3140,,,,,,,,,,
863,BUFF_GS_Slash,3051,,,,,,,,,,,,
871,DBUF_GS_CritDown,3052,,,,,,,,,,,,
875,Impact_GS_Buff_A,3053,,,,,,,,,,,,
887,IMPACT_GS_Choppa_G,3054,,,,,,,,,,,,
888,IMPACT_GS_Stun_Daze,3055,,,,,,,,,,,,
900,AOE_GS_Slashing,3056,,,,,,,,,,,,
901,AOE_GS_Pulse,3057,,,,,,,,,,,,
903,looptest,3058,,,,,,,,,,,,
905,AOE_GS_Git to da Choppa,3059,,,,,,,,,,,,
907,BUFF_GS_Pulse,3060,,,,,,,,,,,,
931,IMPACT_DW_SpellBreaker,3061,,,,,,,,,,,,
952,AOE_DW_NoEscape,3062,914,,,,,,,,,,,
957,IMPACT_DW_ShatterLimb,3063,,,,,,,,,,,,
960,IMPACT_DW_InevitableDoom,3064,,,,,,,,,,,,
965,AOE_DW_InevitableDoom,3065,,,,,,,,,,,,
966,MOR_CONE_GS_NoFightingBack,3066,,,,,,,,,,,,
967,MOR_AOE_GS_Tantrum,3067,,,,,,,,,,,,
972,MOR_ATK_GS_SupaChop,3068,,,,,,,,,,,,
982,MOR_BUFF_GS_DatTickles,3069,,,,,,,,,,,,
1036,MOR_CAST_GS_DatTickles,3070,,,,,,,,,,,,
1038,MOR_IMPACT_GS_SupaChop,3071,,,,,,,,,,,,
1039,MOR_IMPACT_GS_Tantrum,3072,,,,,,,,,,,,
1046,CAST_GS_BaseSwipe,3073,,,,,,,,,,,,
1050,CAST_GS_BaseSwipe_A,3074,,,,,,,,,,,,
1051,CAST_GS_BaseSwipe_B,3075,,,,,,,,,,,,
1052,GEN_LOOP_NightofMurder,3077,,,,,,,,,,,,
1053,PROJ_Skull,3078,,,,,,,,,,,,
1055,AOE_DW_DistracingRoar,3079,,,,,,,,,,,,
1058,IMPACT_DW_InervatingBlow,3080,,,,,,,,,,,,
1060,vfx_Weapontrail_GS_RedGrn01,3082,3083,,,,,,,,,,,
1062,vfx_Weapontrail_GS_RedGrn02,3084,3085,,,,,,,,,,,
1065,vfx_Weapontrail_GS_RedGrn03,3086,3087,,,,,,,,,,,
1073,IMPACT_DW_NoEscape,3088,,,,,,,,,,,,
1074,MOR_IMPACT_GS_NoFightingBack,3089,,,,,,,,,,,,
1080,MOR_AOE_GS_StompDaYard,3090,914,,,,,,,,,,,
1082,IMPACT_DW_Onslaught,3091,,,,,,,,,,,,
1085,GEN_LOOP_NightofMurder Monsters,3081,,,,,,,,,,,,
1086,BUFF_DW_APcost,3092,,,,,,,,,,,,
1087,IMPACT_DW_WildSwing,3093,,,,,,,,,,,,
1088,vfx_WeaponTrail_DW_Slayer01,3094,3095,,,,,,,,,,,
1095,de_KhaineFountain,3096,,,,,,,,,,,,
1098,IMPACT_GS_Soft_Spot,3097,,,,,,,,,,,,
1100,CAST_GS_Damage_Up,3098,,,,,,,,,,,,
1101,IMPACT_GS_Nohelpin,3099,,,,,,,,,,,,
1103,MOR_AOE_GS_YerGoinDown,3100,,,,,,,,,,,,
1106,MOR_DEBUF_GS_YerGoinDown,3101,,,,,,,,,,,,
1107,IMPACT_GS_DontGoNowhere,3102,,,,,,,,,,,,
1108,PROJ_Hewer,3103,,,,,,,,,,,,
1109,DBUFF_DW_SpellBreaker,3104,,,,,,,,,,,,
1110,EVENT_SlayerChoppaUnlock,3105,,,,,,,,,,,,
1111,EVENT_WelcomeBackPlayer,3106,,,,,,,,,,,,
1113,IMPACT_GS_LotsAChoppin,3107,,,,,,,,,,,,
1114,CAST_DW_RecklessGamble,3108,,,,,,,,,,,,
1115,SPEC_ChaoshoundRedEyes,3109,,,,,,,,,,,,
1116,PROJ_Tentacle_pie,3110,,,,,,,,,,,,
1117,Impact_Tentacle_pie,3111,,,,,,,,,,,,
1118,build_Tentacle_pie,3112,,,,,,,,,,,,
1119,Buff_GEN_MagicResist,3113,,,,,,,,,,,,
1120,Buff_GEN_UnstoppableCC,3114,,,,,,,,,,,,
1121,CAST_GS_BaseSwipe_C,3115,,,,,,,,,,,,
1122,MOR_ATK_GS_Swipe,3116,,,,,,,,,,,,
1123,CAST_GS_BaseSwipe_D,3117,,,,,,,,,,,,
1126,IMPACT_DW_PulverisingStrike2,3118,,,,,,,,,,,,
1129,MNST_INSECT_IMPACT_Pincer,3119,,,,,,,,,,,,
1150,MNST_INSECT_IMPACT_Sting,3120,,,,,,,,,,,,
1151,PtoP_TK_BadBeam,3121,,,,,,,,,,,,
1161,PtoP_TK_GoodBeam,3122,,,,,,,,,,,,
1164,TK_HoT,3123,,,,,,,,,,,,
1165,DBUF_TK_Speed,3124,,,,,,,,,,,,
1191,TK_BuffOut,3125,,,,,,,,,,,,
1197,TK_BuffStats,3126,,,,,,,,,,,,
1200,TK_Debuff,3127,,,,,,,,,,,,
1209,TK_DebuffResists,3128,,,,,,,,,,,,
1211,TK_DirectDmg,3129,,,,,,,,,,,,
1221,GEN_BUFF_Expel (Cleanse),3130,,,,,,,,,,,,
1222,GEN_BUFF_Fortify (Corp Resist),3131,,,,,,,,,,,,
1224,GEN_BUFF_Guidance (Heal Boost),3132,,,,,,,,,,,,
1225,GEN_BUFF_Purpose (Spirit Resist),3133,,,,,,,,,,,,
1255,GEN_BUFF_Restoration (HoT),3134,,,,,,,,,,,,
1256,GEN_BUFF_Temper (Elem Resist),3135,,,,,,,,,,,,
1257,GEN_BUFF_Confidence (Morale Gain),3136,,,,,,,,,,,,
1258,BUFF_GS_Damage_Up_Emit,3137,3140,,,,,,,,,,,
1259,BUFF_GS_Rage1,3138,3139,,,,,,,,,,,
1260,BUFF_GS_Rage2,3139,,,,,,,,,,,,
1283,GEN_TreasureChestBeacon,3141,,,,,,,,,,,,
1285,,,,,,,,,,,,,,
1291,MNST_INSECT_IMPACT_Mandible_sand,3143,,,,,,,,,,,,
1293,GEN_SandSpawn,3144,,,,,,,,,,,,
1308,FIG_GHOST_TK_CasketofSouls,3145,,,,,,,,,,,,
1323,IMPACT_TK_CasketofSouls,3146,,,,,,,,,,,,
1327,PROJ_TK_CasketofSouls,3147,,,,,,,,,,,,
1342,PtoP_TK_CasketofSouls,3148,,,,,,,,,,,,
1345,CAST_TK_CasketofSouls,3149,,,,,,,,,,,,
1357,ROOT_TK_Bury,3150,,,,,,,,,,,,
1364,SNARE_GrspDead_Single,3151,,,,,,,,,,,,
1368,CONE_TK_DartTrap,3152,,,,,,,,,,,,
1371,IMPACT_TK_DartTrap,3153,,,,,,,,,,,,
1373,AOE_TK_Sandstorm,3154,,,,,,,,,,,,
1374,IMPACT_TK_PtrasGaze,3155,,,,,,,,,,,,
1379,PtoP_TK_PtrasGaze,3156,,,,,,,,,,,,
