Information,,NIF,Effect,Effect List
2235,WORLD OBJ ch_prop_MerchantCart_contested01_burning,ch_prop_MerchantCart_contested01_burning,,
2236,WORLD OBJ ch_prop_MerchantCart_contested01_extinguishing,ch_prop_MerchantCart_contested01_extinguishing,,
2237,WORLD OBJ qi_ch_Monolith_core_on,qi_ch_Monolith_core_on,,
2238,WORLD OBJ qi_ch_Monolith_core_off,qi_ch_Monolith_core_off,,
2239,WORLD OBJ ch_prop_Nurgle_cauldron,ch_prop_Nurgle_cauldron,,
2240,,,,
2241,ALL_BIT_ArdTaFeed_01,ALL_BIT_ArdTaFeed_01,,
2242,ALL_BIT_Gagrus_01,ALL_BIT_Gagrus_01,,
2243,ALL_BIT_LordVarlthrok_01,ALL_BIT_LordVarlthrok_01,,
2244,ALL_BIT_Sarthain_01,ALL_BIT_Sarthain_01,,
2245,ALL_BIT_Tormentor_01,ALL_BIT_Tormentor_01,,
2246,ALL_BIT_WhitefireQueen_01,ALL_BIT_WhitefireQueen_01,,
2247,CH_BIT_All_Shoulder_01,CH_BIT_All_Shoulder_01,,
2248,CH_BIT_CC_Belt_01,CH_BIT_CC_Belt_01,,
2249,CH_BIT_CC_Belt_02,CH_BIT_CC_Belt_02,,
2250,CH_BIT_CC_Shoulder_01,CH_BIT_CC_Shoulder_01,,
2251,CH_BIT_CC_Shoulder_02,CH_BIT_CC_Shoulder_02,,
2252,CH_BIT_MA_Belt_01,CH_BIT_MA_Belt_01,,
2253,CH_BIT_MA_Belt_02,CH_BIT_MA_Belt_02,,
2254,CH_BIT_MA_Shoulder_01,CH_BIT_MA_Shoulder_01,,
2255,CH_BIT_MA_Shoulder_02,CH_BIT_MA_Shoulder_02,,
2256,CH_BIT_MR_Belt_01,CH_BIT_MR_Belt_01,,
2257,CH_BIT_MR_Belt_02,CH_BIT_MR_Belt_02,,
2258,CH_BIT_MR_Shoulder_01,CH_BIT_MR_Shoulder_01,,
2259,CH_BIT_MR_Shoulder_02,CH_BIT_MR_Shoulder_02,,
2260,CH_BIT_ZE_Belt_01,CH_BIT_ZE_Belt_01,,
2261,CH_BIT_ZE_Shoulder_01,CH_BIT_ZE_Shoulder_01,,
2262,CH_BIT_ZE_Shoulder_02,CH_BIT_ZE_Shoulder_02,,
2263,DE_BIT_DK_Shoulder_01,DE_BIT_DK_Shoulder_01,,
2264,DE_BIT_DK_Shoulder_02,DE_BIT_DK_Shoulder_02,,
2265,DE_BIT_SO_Belt_01,DE_BIT_SO_Belt_01,,
2266,DE_BIT_SO_Belt_02,DE_BIT_SO_Belt_02,,
2267,DE_BIT_SO_Shoulder_01,DE_BIT_SO_Shoulder_01,,
2268,DE_BIT_SO_Shoulder_02,DE_BIT_SO_Shoulder_02,,
2269,DE_BIT_WE_Shoulder_01,DE_BIT_WE_Shoulder_01,,
2270,DE_BIT_WE_Shoulder_02,DE_BIT_WE_Shoulder_02,,
2271,DEST_BIT_KarlFranz_01,DEST_BIT_KarlFranz_01,,
2272,DEST_BIT_PQLoot_01,DEST_BIT_PQLoot_01,,
2273,DEST_BIT_PQLoot_02,DEST_BIT_PQLoot_02,,
2274,DEST_BIT_PQLoot_03,DEST_BIT_PQLoot_03,,
2275,DEST_BIT_PQLoot_04,DEST_BIT_PQLoot_04,,
2276,DEST_BIT_ThyrusGorman_01,DEST_BIT_ThyrusGorman_01,,
2277,DW_BIT_All_Belt_02,DW_BIT_All_Belt_02,,
2278,DW_BIT_All_Shoulder_01,DW_BIT_All_Shoulder_01,,
2279,DW_BIT_EN_Belt_01,DW_BIT_EN_Belt_01,,
2280,DW_BIT_EN_Shoulder_01,DW_BIT_EN_Shoulder_01,,
2281,DW_BIT_EN_Shoulder_02,DW_BIT_EN_Shoulder_02,,
2282,DW_BIT_IB_Shoulder_01,DW_BIT_IB_Shoulder_01,,
2283,DW_BIT_IB_Shoulder_02,DW_BIT_IB_Shoulder_02,,
2284,GS_BIT_BO_Belt_01,GS_BIT_BO_Belt_01,,
2285,GS_BIT_BO_Belt_02,GS_BIT_BO_Belt_02,,
2286,GS_BIT_BO_Shoulder_01,GS_BIT_BO_Shoulder_01,,
2287,GS_BIT_SQ_Belt_01,GS_BIT_SQ_Belt_01,,
2288,GS_BIT_SQ_Shoulder_01,GS_BIT_SQ_Shoulder_01,,
2289,GS_BIT_SQ_Shoulder_02,GS_BIT_SQ_Shoulder_02,,
2290,HE_BIT_WL_Belt_01,HE_BIT_WL_Belt_01,,
2291,HE_BIT_WL_Belt_02,HE_BIT_WL_Belt_02,,
2292,HE_BIT_WL_Belt_03,HE_BIT_WL_Belt_03,,
2293,HE_BIT_WL_Shoulder_01,HE_BIT_WL_Shoulder_01,,
2294,HE_BIT_WL_Shoulder_02,HE_BIT_WL_Shoulder_02,,
2295,ORDR_BIT_EngraDeathsword_01,ORDR_BIT_EngraDeathsword_01,,
2296,ORDR_BIT_GazbagGrumlock_01,ORDR_BIT_GazbagGrumlock_01,,
2297,ORDR_BIT_Lycithas_01,ORDR_BIT_Lycithas_01,,
2298,ORDR_BIT_Malekith_01,ORDR_BIT_Malekith_01,,
2299,ORDR_BIT_TcharZanek_01,ORDR_BIT_TcharZanek_01,,
2300,WORLD OBJ em_city_sign_event01,em_city_sign_event01,,
2301,WORLD OBJ ch_city_Lyceum01_case02,ch_city_Lyceum01_case02,,
2302,WORLD OBJ ch_city_barrel,ch_city_barrel,,
2303,WORLD OBJ ch_city_barrel_burning,ch_city_barrel_burning,,
2304,WORLD OBJ ch_city_barrel_extinguishing,ch_city_barrel_extinguishing,,
2305,WORLD OBJ Ch_city_monolith_Door_dormant,Ch_city_monolith_Door_dormant,,
2306,WORLD OBJ Ch_city_monolith_Door_opening,Ch_city_monolith_Door_opening,,
2307,WORLD OBJ Ch_city_monolith_Door_closing,Ch_city_monolith_Door_closing,,
2308,WORLD OBJ qi_em_statues_race_BW,qi_em_statues_race_BW,,
2309,WORLD OBJ qi_em_statues_race_BW_destroyed,qi_em_statues_race_BW_destroyed,,
2310,WORLD OBJ qi_em_statues_race_KN,qi_em_statues_race_KN,,
2311,WORLD OBJ qi_em_statues_race_KN_destroyed,qi_em_statues_race_KN_destroyed,,
2312,WORLD OBJ qi_em_statues_race_WH,qi_em_statues_race_WH,,
2313,WORLD OBJ qi_em_statues_race_WH_destroyed,qi_em_statues_race_WH_destroyed,,
2314,WORLD OBJ qi_em_statues_race_WP,qi_em_statues_race_WP,,
2315,WORLD OBJ qi_em_statues_race_WP_destroyed,qi_em_statues_race_WP_destroyed,,
2316,WORLD OBJ ch_city_bookcase01,ch_city_bookcase01,,
2317,WORLD OBJ ch_city_bookcase01_burning,ch_city_bookcase01_burning,,
2318,WORLD OBJ ch_city_bookcase01_extinguishing,ch_city_bookcase01_extinguishing,,
2319,WORLD OBJ ch_city_bookcase_small01,ch_city_bookcase_small01,,
2320,WORLD OBJ ch_city_bookcase_small01_burning,ch_city_bookcase_small01_burning,,
2321,WORLD OBJ ch_city_bookcase_small01_extinguishing,ch_city_bookcase_small01_extinguishing,,
2322,WORLD OBJ ch_city_book_pile01,ch_city_book_pile01,,
2323,WORLD OBJ ch_city_book_pile01_burning,ch_city_book_pile01_burning,,
2324,WORLD OBJ ch_city_book_pile01_extinguishing,ch_city_book_pile01_extinguishing,,
2325,WORLD OBJ em_city_tent_round01_contested,em_city_tent_round01_contested,,
2326,WORLD OBJ em_city_tent_round01_burning,em_city_tent_round01_burning,,
2327,WORLD OBJ em_city_tent_round01_extinguishing,em_city_tent_round01_extinguishing,,
2328,WORLD OBJ em_reikland_tent01,em_reikland_tent01,,
2329,WORLD OBJ em_reikland_tent01_burning,em_reikland_tent01_burning,,
2330,NPC_DE_Lance_2H_01,NPC_DE_Lance_2H_01,,
2331,NPC_DE_Lance_2H_02,NPC_DE_Lance_2H_02,,
2332,NPC_DE_Crossbow_02,NPC_DE_Crossbow_02,,
2333,NPC_HE_Halberd_2H_02,NPC_HE_Halberd_2H_02,,
2334,NPC_HE_Halberd_2H_03,NPC_HE_Halberd_2H_03,,
2335,NPC_HE_Spear_2H_02,NPC_HE_Spear_2H_02,,
2336,NPC_HE_Spear_2H_03,NPC_HE_Spear_2H_03,,
2337,NPC_HE_Lance_2H_01,NPC_HE_Lance_2H_01,,
2338,NPC_HE_Lance_2H_02,NPC_HE_Lance_2H_02,,
2339,NPC_HE_Lance_2H_03,NPC_HE_Lance_2H_03,,
2340,WORLD OBJ qi_he_ship01_MastUpright,qi_he_ship01_MastUpright,,
2341,WORLD OBJ qi_he_ship01_MastAnim,qi_he_ship01_MastAnim,,
2342,WORLD OBJ qi_he_ship01_MastDestroyed,qi_he_ship01_MastDestroyed,,
2343,WORLD OBJ dw_OrganGun_destroyed,dw_OrganGun_destroyed,,
2344,WORLD OBJ ch_city_barrel_burning,ch_city_barrel_burning,,
2345,WORLD OBJ ch_city_barrel_extinguishing,ch_city_barrel_extinguishing,,
2346,WORLD OBJ ch_city_barrel_lamp,ch_city_barrel_lamp,,
2347,WORLD OBJ ch_city_barrel_lamp_exploding,ch_city_barrel_lamp_exploding,,
2348,WORLD OBJ ch_city_barrel_lamp_extinguishing,ch_city_barrel_lamp_extinguishing,,
2349,WORLD OBJ ch_prop_table02_burning,ch_prop_table02_burning,,
2350,WORLD OBJ ch_prop_table02_extinguishing,ch_prop_table02_extinguishing,,
2351,WORLD OBJ ch_prop_table02_lamp,ch_prop_table02_lamp,,
2352,WORLD OBJ ch_prop_table02_lamp_exploding,ch_prop_table02_lamp_exploding,,
2353,WORLD OBJ ch_city_crates01_lamp_extinguishing,ch_city_crates01_lamp_extinguishing,,
2354,WORLD OBJ em_city_sigmar_temple_magic_barrier01,em_city_sigmar_temple_magic_barrier01,,
2355,WORLD OBJ qi_em_Sigmar_Shrine01,qi_em_Sigmar_Shrine01,,
2356,WORLD OBJ qi_em_Sigmar_Shrine01_Break,qi_em_Sigmar_Shrine01_Break,,
2357,WORLD OBJ qi_or_hut01,qi_or_hut01,,
2358,WORLD OBJ qi_or_hut01_explode,qi_or_hut01_explode,,
2359,WORLD OBJ qi_ch_Monolith_core_falling,qi_ch_Monolith_core_falling,,
2360,WORLD OBJ ch_city_Franz_prisoner_cage01,ch_city_Franz_prisoner_cage01,,
2361,WORLD OBJ ch_city_Franz_prisoner_cage01_broken,ch_city_Franz_prisoner_cage01_broken,,
2362,WORLD OBJ qi_dw_prop_chest01_closed,qi_dw_prop_chest01_closed,,
2363,WORLD OBJ qi_dw_prop_chest01_open,qi_dw_prop_chest01_open,,
2364,WORLD OBJ or_dwarfpike_skel_01,or_dwarfpike_skel_01,,
2365,WORLD OBJ ch_prop_table02_lamp_extinguishing,ch_prop_table02_lamp_extinguishing,,
2366,WORLD OBJ ch_city_crates01,ch_city_crates01,,
2367,WORLD OBJ ch_city_crates01_burning,ch_city_crates01_burning,,
2368,WORLD OBJ ch_city_crates01_extinguishing,ch_city_crates01_extinguishing,,
2369,WORLD OBJ ch_city_crates01_lamp,ch_city_crates01_lamp,,
2370,WORLD OBJ ch_city_crates01_lamp_exploding,ch_city_crates01_lamp_exploding,,
2371,NPC_CH_Shield_Khorne_01,NPC_CH_Shield_Khorne_01,,
2372,NPC_CH_Shield_Khorne_02,NPC_CH_Shield_Khorne_02,,
2373,NPC_CH_Shield_Nurgle_01,NPC_CH_Shield_Nurgle_01,,
2374,NPC_CH_Shield_Nurgle_02,NPC_CH_Shield_Nurgle_02,,
2375,NPC_CH_Shield_Slaanesh_01,NPC_CH_Shield_Slaanesh_01,,
2376,NPC_CH_Shield_Slaanesh_02,NPC_CH_Shield_Slaanesh_02,,
2377,NPC_CH_Shield_Tzeentch_01,NPC_CH_Shield_Tzeentch_01,,
2378,NPC_CH_Shield_Tzeentch_02,NPC_CH_Shield_Tzeentch_02,,
2379,NPC_CH_Shield_Undivided_01,NPC_CH_Shield_Undivided_01,,
2380,NPC_CH_Shield_Undivided_02,NPC_CH_Shield_Undivided_02,,
2381,NPC_DE_Shield_Arkaneth_01,NPC_DE_Shield_Arkaneth_01,,
2382,NPC_DE_Shield_Arkaneth_02,NPC_DE_Shield_Arkaneth_02,,
2383,NPC_DE_Shield_Uthorin_01,NPC_DE_Shield_Uthorin_01,,
2384,NPC_DE_Shield_Uthorin_02,NPC_DE_Shield_Uthorin_02,,
2385,NPC_EM_Shield_01,NPC_EM_Shield_01,,
2386,NPC_EM_Shield_02,NPC_EM_Shield_02,,
2387,NPC_EM_Shield_03,NPC_EM_Shield_03,,
2388,NPC_EM_Shield_04,NPC_EM_Shield_04,,
2389,NPC_EM_Shield_05,NPC_EM_Shield_05,,
2390,NPC_EM_Shield_06,NPC_EM_Shield_06,,
2391,NPC_EM_Shield_Altdorf_01,NPC_EM_Shield_Altdorf_01,,
2392,NPC_EM_Shield_Altdorf_02,NPC_EM_Shield_Altdorf_02,,
2393,NPC_EM_Shield_Nordland_01,NPC_EM_Shield_Nordland_01,,
2394,NPC_EM_Shield_Nordland_02,NPC_EM_Shield_Nordland_02,,
2395,NPC_EM_Shield_Ostland_01,NPC_EM_Shield_Ostland_01,,
2396,NPC_EM_Shield_Ostland_02,NPC_EM_Shield_Ostland_02,,
2397,NPC_EM_Shield_Taal_01,NPC_EM_Shield_Taal_01,,
2398,NPC_EM_Shield_Taal_02,NPC_EM_Shield_Taal_02,,
2399,NPC_EM_Shield_Talabecland_01,NPC_EM_Shield_Talabecland_01,,
2400,NPC_EM_Shield_Talabecland_02,NPC_EM_Shield_Talabecland_02,,
2401,NPC_HE_Shield_DragonPrince_01,NPC_HE_Shield_DragonPrince_01,,
2402,NPC_HE_Shield_DragonPrince_02,NPC_HE_Shield_DragonPrince_02,,
2403,NPC_HE_Shield_Seaguard_01,NPC_HE_Shield_Seaguard_01,,
2404,NPC_HE_Shield_Seaguard_02,NPC_HE_Shield_Seaguard_02,,
2405,NPC_DE_Spear_01,NPC_DE_Spear_01,,
2406,NPC_DE_Spear_02,NPC_DE_Spear_02,,
2407,CH_Axe_1H_T2_02,CH_Axe_1H_T2_02,,
2408,,,,
2409,CH_Axe_2H_T2_02,CH_Axe_2H_T2_02,,
2410,CH_Axe_2H_TE_03,CH_Axe_2H_TE_03,,2569
2411,CH_Dagger_1H_TE_03,CH_Dagger_1H_TE_03,,
2412,CH_Fetish_T4_02,CH_Fetish_T4_02,,
2413,CH_Staff_TE_05,CH_Staff_TE_05,,
2414,DW_Staff_TE_02,DW_Staff_TE_02,,
2415,EM_Rapier_1H_TE_03,EM_Rapier_1H_TE_03,,
2416,EM_Staff_T2_05,EM_Staff_T2_05,,2480
2417,EM_Staff_T3_05,EM_Staff_T3_05,,2480
2418,EM_Staff_T3_06,EM_Staff_T3_06,,2480
2419,EM_Staff_T4_05,EM_Staff_T4_05,,2480
2420,EM_Staff_TE_03,EM_Staff_TE_03,,2480
2421,EM_Staff_TE_04,EM_Staff_TE_04,,2480
2422,HE_Bow_T4_03,HE_Bow_T4_03,,
2423,HE_Staff_T1_04,HE_Staff_T1_04,,
2424,HE_Staff_T2_05,HE_Staff_T2_05,,
2425,HE_Staff_T3_05,HE_Staff_T3_05,,
2426,HE_Staff_T3_06,HE_Staff_T3_06,,
2427,HE_Staff_T4_05,HE_Staff_T4_05,,
2428,HE_Staff_TE_03,HE_Staff_TE_03,,
2429,HE_Sword_1H_T1_03,HE_Sword_1H_T1_03,,
2430,HE_Sword_1H_T2_03,HE_Sword_1H_T2_03,,
2431,HE_Sword_1H_T3_04,HE_Sword_1H_T3_04,,
2432,HE_Sword_1H_T4_03,HE_Sword_1H_T4_03,,
2433,HE_Sword_1H_TE_03,HE_Sword_1H_TE_03,,
2434,NPC_BM_Staff_02,NPC_BM_Staff_02,,
2435,NPC_CH_DrakkStaff_01,NPC_CH_DrakkStaff_01,,
2436,NPC_CH_LordofChangeStaff_01,NPC_CH_LordofChangeStaff_01,,
2437,NPC_DW_Axe_1H_01,NPC_DW_Axe_1H_01,,
2438,NPC_DW_Axe_1H_02,NPC_DW_Axe_1H_02,,
2439,NPC_DW_Axe_2H_01,NPC_DW_Axe_2H_01,,
2440,NPC_DW_Axe_2H_02,NPC_DW_Axe_2H_02,,
2441,NPC_DW_Crossbow_02,NPC_DW_Crossbow_02,,
2442,NPC_DW_Shield_01,NPC_DW_Shield_01,,
2443,NPC_DW_Shield_02,NPC_DW_Shield_02,,
2444,NPC_DW_Staff_01,NPC_DW_Staff_01,,
2445,NPC_DW_ToolHammer_1H_01,NPC_DW_ToolHammer_1H_01,,
2446,NPC_DW_ToolHammer_1H_02,NPC_DW_ToolHammer_1H_02,,
2447,NPC_DW_ToolHammer_2H_01,NPC_DW_ToolHammer_2H_01,,
2448,NPC_DW_ToolHammer_2H_02,NPC_DW_ToolHammer_2H_02,,
2449,NPC_EM_Axe_1H_01,NPC_EM_Axe_1H_01,,
2450,NPC_EM_Axe_1H_02,NPC_EM_Axe_1H_02,,
2451,NPC_EM_Axe_2H_01,NPC_EM_Axe_2H_01,,
2452,NPC_EM_Axe_2H_02,NPC_EM_Axe_2H_02,,
2453,NPC_EM_Dagger_01,NPC_EM_Dagger_01,,
2454,NPC_EM_Dagger_02,NPC_EM_Dagger_02,,
2455,NPC_EM_LudwigSword_1H_01,NPC_EM_LudwigSword_1H_01,,
2456,NPC_EM_Mace_01,NPC_EM_Mace_01,,
2457,NPC_EM_Mace_02,NPC_EM_Mace_02,,
2458,NPC_EM_Mace_03,NPC_EM_Mace_03,,
2459,NPC_EM_Rifle_01,NPC_EM_Rifle_01,,
2460,NPC_EM_Rifle_02,NPC_EM_Rifle_02,,
2461,NPC_EM_Shield_02,NPC_EM_Shield_02,,
2462,NPC_GS_Axe_1H_01,NPC_GS_Axe_1H_01,,
2463,NPC_GS_Axe_1H_02,NPC_GS_Axe_1H_02,,
2464,NPC_GS_Axe_2H_02,NPC_GS_Axe_2H_02,,
2465,NPC_GS_Axe_2H_03,NPC_GS_Axe_2H_03,,
2466,NPC_GS_Dagger_01,NPC_GS_Dagger_01,,
2467,NPC_GS_Pick_2H_01,NPC_GS_Pick_2H_01,,
2468,NPC_GS_Pick_2H_02,NPC_GS_Pick_2H_02,,
2469,NPC_GS_Spear_01,NPC_GS_Spear_01,,
2470,NPC_GS_Spear_02,NPC_GS_Spear_02,,
2471,NPC_GS_Staff_01,NPC_GS_Staff_01,,
2472,NPC_GS_Staff_02,NPC_GS_Staff_02,,
2473,NPC_HE_Staff_01,NPC_HE_Staff_01,,
2474,NPC_HE_Staff_02,NPC_HE_Staff_02,,
2475,NPC_HE_Staff_03,NPC_HE_Staff_03,,
2476,NPC_OG_Choppa_1H_01,NPC_OG_Choppa_1H_01,,
2477,NPC_OG_Choppa_2H_01,NPC_OG_Choppa_2H_01,,
2478,NPC_OG_Club_2H_01,NPC_OG_Club_2H_01,,
2479,NPC_OG_Hammer_1H_01,NPC_OG_Hammer_1H_01,,
2480,NPC_SK_Club_01,NPC_SK_Club_01,,
2481,NPC_SK_Halberd_01,NPC_SK_Halberd_01,,
2482,NPC_SK_Shield_01,NPC_SK_Shield_01,,
2483,NPC_SK_Shield_02,NPC_SK_Shield_02,,
2484,NPC_SK_Spear_01,NPC_SK_Spear_01,,
2485,WORLD OBJ qi_em_banner_02,qi_em_banner_02,,
2486,WORLD OBJ ch_hugechain_shackle02,ch_hugechain_shackle02,,
2487,WORLD OBJ ch_hugechain_shackle02_breaking,ch_hugechain_shackle02_breaking,,
2488,WORLD OBJ qi_he_BrazierFireLight01,qi_he_BrazierFireLight01,,
2489,WORLD OBJ qi_he_BrazierFireLight02,qi_he_BrazierFireLight02,,
2490,WORLD OBJ qi_he_BrazierFireLight03,qi_he_BrazierFireLight03,,
2491,WORLD OBJ qi_he_BrazierFireDark01,qi_he_BrazierFireDark01,,
2492,WORLD OBJ qi_he_BrazierFireDark02,qi_he_BrazierFireDark02,,
2493,WORLD OBJ qi_he_BrazierFireDark03,qi_he_BrazierFireDark03,,
2494,WORLD OBJ qi_em_tomato_basket,qi_em_tomato_basket,,
2495,WORLD OBJ dw_telescope02,dw_telescope02,,
2496,WORLD OBJ ch_Lightning01_striking,ch_Lightning01_striking,,
2497,WORLD OBJ ch_Lightning02_striking,ch_Lightning02_striking,,
2498,WORLD OBJ ch_Lightning03_striking,ch_Lightning03_striking,,
2499,WORLD OBJ ch_Lightning04_striking,ch_Lightning04_striking,,
2500,WORLD OBJ Qi_he_portal_obelisk_left,Qi_he_portal_obelisk_left,,
2501,WORLD OBJ Qi_he_portal_obelisk_broken_left,Qi_he_portal_obelisk_broken_left,,
2502,WORLD OBJ Qi_he_portal_obelisk_right,Qi_he_portal_obelisk_right,,
2503,WORLD OBJ Qi_he_portal_obelisk_broken_right,Qi_he_portal_obelisk_broken_right,,
2504,WORLD OBJ qi_he_lv_rift01_on,qi_he_lv_rift01_on,,
2505,WORLD OBJ qi_he_lv_rift01_off,qi_he_lv_rift01_off,,
2506,WORLD OBJ Qi_ge_coverd_plate01,Qi_ge_coverd_plate01,,
2507,DW_Staff_2H_T1_04,DW_Staff_2H_T1_04,,
2508,DW_Staff_2H_T2_05,DW_Staff_2H_T2_05,,
2509,DW_Staff_2H_T3_05,DW_Staff_2H_T3_05,,
2510,DW_Staff_2H_T3_06,DW_Staff_2H_T3_06,,
2511,DW_Staff_2H_T4_04,DW_Staff_2H_T4_04,,
2512,DW_Staff_2H_T4_05,DW_Staff_2H_T4_05,,
2513,DW_Staff_2H_TE_04,DW_Staff_2H_TE_04,,
2514,GS_Axe_1H_T2_02,GS_Axe_1H_T2_02,,
2515,GS_Axe_1H_T4_02,GS_Axe_1H_T4_02,,
2516,GS_Axe_1H_TE_03,GS_Axe_1H_TE_03,,
2517,GS_Bow_2H_T3_03,GS_Bow_2H_T3_03,,
2518,GS_Staff_2H_TE_04,GS_Staff_2H_TE_04,,
2519,HE_Axe_1H_T3_04,HE_Axe_1H_T3_04,,
2520,HE_Axe_1H_T4_03,HE_Axe_1H_T4_03,,
2521,HE_Axe_1H_TE_03,HE_Axe_1H_TE_03,,
2522,HE_Axe_2H_T3_04,HE_Axe_2H_T3_04,,
2523,HE_Axe_2H_T4_03,HE_Axe_2H_T4_03,,
2524,HE_Axe_2H_TE_03,HE_Axe_2H_TE_03,,
2525,DE_Dagger_T1_03,DE_Dagger_T1_03,,
2526,DE_Dagger_T2_03,DE_Dagger_T2_03,,
2527,DE_Dagger_T3_04,DE_Dagger_T3_04,,
2528,DE_Dagger_T3_05,DE_Dagger_T3_05,,
2529,DE_Dagger_T4_03,DE_Dagger_T4_03,,
2530,DE_Dagger_TE_03,DE_Dagger_TE_03,,
2531,DW_Hammer_1H_T2_04,DW_Hammer_1H_T2_04,,
2532,DW_Hammer_1H_T3_03,DW_Hammer_1H_T3_03,,
2533,DW_Hammer_1H_T4_03,DW_Hammer_1H_T4_03,,
2534,DW_Hammer_1H_TE_03,DW_Hammer_1H_TE_03,,
2535,DW_Hammer_2H_TE_02,DW_Hammer_2H_TE_02,,
2536,DW_Rifle_T2_03,DW_Rifle_T2_03,,
2537,DW_Rifle_T3_02,DW_Rifle_T3_02,,
2538,WORLD OBJ ch_prop_rockHammerOmen01,ch_prop_rockHammerOmen01,,
2539,WORLD OBJ qi_or_hut02,qi_or_hut02,,
2540,WORLD OBJ qi_or_hut02_explode,qi_or_hut02_explode,,
2541,CH_Disk_Light_01,CH_Disk_Light_01,,
2542,CH_Disk_T4_03,CH_Disk_T4_03,,
2543,GS_Staff_2H_T4_01,GS_Staff_2H_T4_01,,
2544,NPC_CH_Axe_1H_01,NPC_CH_Axe_1H_01,,
2545,HE_Staff_2H_T2_02,HE_Staff_2H_T2_02,,
2546,HE_Staff_T3_01,HE_Staff_T3_01,,
2547,HE_Staff_TE_01,HE_Staff_TE_01,,
2548,HE_Sword_2H_TE_01,HE_Sword_2H_TE_01,,
2549,DW_Staff_T1_01,DW_Staff_T1_01,,
2550,NPC_DW_Pick_2H_01,NPC_DW_Pick_2H_01,,
2551,EM_Shield_T4_01,EM_Shield_T4_01,,
2552,EM_Shield_T4_02,EM_Shield_T4_02,,
2553,EM_Shield_T4_03,EM_Shield_T4_03,,
2554,GS_Bow_2H_T4_01,GS_Bow_2H_T4_01,,
2555,GS_Spear_2H_T2_01,GS_Spear_2H_T2_01,,
2556,GS_Spear_2H_T1_01,GS_Spear_2H_T1_01,,
2557,GS_Spear_2H_T2_02,GS_Spear_2H_T2_02,,
2558,,,,
2559,GS_Spear_2H_T3_01,GS_Spear_2H_T3_01,,
2560,WORLD OBJ ch_rvr_warcampwall01,ch_rvr_warcampwall01,,
2561,WORLD OBJ ch_rvr_warcampwall02,ch_rvr_warcampwall02,,
2562,WORLD OBJ de_rvr_warcampwall01,de_rvr_warcampwall01,,
2563,WORLD OBJ de_rvr_warcampwall02,de_rvr_warcampwall02,,
2564,WORLD OBJ de_rvr_warcampwall03,de_rvr_warcampwall03,,
2565,WORLD OBJ dw_rvr_warcampwall01,dw_rvr_warcampwall01,,
2566,WORLD OBJ dw_rvr_warcampwall02,dw_rvr_warcampwall02,,
2567,WORLD OBJ em_rvr_warcampwall01,em_rvr_warcampwall01,,
2568,WORLD OBJ em_rvr_warcampwall02,em_rvr_warcampwall02,,
2569,WORLD OBJ he_rvr_warcampwall01,he_rvr_warcampwall01,,
2570,WORLD OBJ he_rvr_warcampwall02,he_rvr_warcampwall02,,
2571,WORLD OBJ he_rvr_warcampwall03,he_rvr_warcampwall03,,
2572,WORLD OBJ or_rvr_warcampwall01,or_rvr_warcampwall01,,
2573,WORLD OBJ or_rvr_warcampwall02,or_rvr_warcampwall02,,
2574,WORLD OBJ vfx_pyro_inferno_purple,vfx_pyro_inferno_purple,,
2575,WORLD OBJ vfx_pyro_fire_XL_purple,vfx_pyro_fire_XL_purple,,
2576,WORLD OBJ vfx_pyro_fire_normal_purple,vfx_pyro_fire_normal_purple,,
2577,WORLD OBJ vfx_pyro_fire_large_purple,vfx_pyro_fire_large_purple,,
2578,WORLD OBJ qi_em_city_lamp_falling,qi_em_city_lamp_falling,,
2579,WORLD OBJ qi_em_city_flameline,qi_em_city_flameline,,
2580,DW_Marketing_Ring_01,DW_Marketing_Ring_01,,
2581,DWM_BASE_BEARD_CE_01,DWM_BASE_BEARD_CE_01,,
2582,GS_Marketing_Head_01,GS_Marketing_Head_01,,
2583,ORM_BASE_HEAD_CE_01,ORM_BASE_HEAD_CE_01,,
2584,,,,
2585,NPC_GS_Choppa_1H_02,NPC_GS_Choppa_1H_02,,
2586,WORLD OBJ ge_fire_ring01,ge_fire_ring01,,
2587,WORLD OBJ ch_rvr_keep_doorhack,ch_rvr_keep_doorhack,,
2588,GS_Axe_2H_T1_01,GS_Axe_2H_T1_01,,
2589,GS_Axe_2H_T1_02,GS_Axe_2H_T1_02,,
2590,GS_Axe_2H_T2_01,GS_Axe_2H_T2_01,,
2591,GS_Axe_2H_T3_01,GS_Axe_2H_T3_01,,
2592,GS_Axe_2H_T4_01,GS_Axe_2H_T4_01,,
2593,GS_Axe_2H_TE_01,GS_Axe_2H_TE_01,,
2594,CH_Sword_2H_T2_01,CH_Sword_2H_T2_01,,
2595,WORLD OBJ vfx_ch_elysium_VineCage_forming,vfx_ch_elysium_VineCage_forming,,
2596,WORLD OBJ vfx_ch_elysium_VineCage_breaking,vfx_ch_elysium_VineCage_breaking,,
2597,NPC_GS_Abacus_1H_01,NPC_GS_Abacus_1H_01,,
2598,WORLD OBJ qi_em_city_lamp_static,qi_em_city_lamp_static,,
2599,WORLD OBJ Qi_ge_sandwhich01,Qi_ge_sandwhich01,,
2600,WORLD OBJ Qi_ge_pie01,Qi_ge_pie01,,
2601,WORLD OBJ ch_scenario_EnergyCage_white,ch_scenario_EnergyCage_white,,
