i,icon,type,slot
38649,2633,HEVARMOR,GLOV
38650,2589,ROBE,GLOV
38651,2545,MROBE,GLOV
38652,3503,HEVARMOR,GLOV
38653,3547,LIGARMOR,GLOV
38654,3591,MEDARMOR,GLOV
38655,3635,ROBE,GLOV
38656,3592,MEDARMOR,SHOU
38657,3636,ROBE,SHOU
38658,2188,HEVARMOR,BOOT
38659,2068,MEDARMOR,BOOT
38660,2128,ROBE,BOOT
38661,2002,LIGARMOR,BOOT
38662,2676,LIGARMOR,BOOT
38663,2632,HEVARMOR,BOOT
38664,2588,ROBE,BOOT
38665,2544,MROBE,BOOT
38666,3502,HEVARMOR,BOOT
38667,3546,LIGARMOR,BOOT
38668,3590,MEDARMOR,BOOT
38669,3634,ROBE,BOOT
38670,3589,MEDARMOR,BODY
38671,3633,ROBE,BODY
38672,2189,HEVARMOR,GLOV
38673,2069,MEDARMOR,GLOV
38674,2129,ROBE,GLOV
38675,2003,LIGARMOR,GLOV
38676,2677,LIGARMOR,GLOV
38677,2633,HEVARMOR,GLOV
38678,2589,ROBE,GLOV
38679,2545,MROBE,GLOV
38680,3503,HEVARMOR,GLOV
38681,3547,LIGARMOR,GLOV
38682,3591,MEDARMOR,GLOV
38683,3635,ROBE,GLOV
38684,3588,NONE,BELT
38685,3632,NONE,BELT
38686,2190,HEVARMOR,SHOU
38687,2070,MEDARMOR,SHOU
38688,2130,ROBE,SHOU
38689,2004,LIGARMOR,SHOU
38690,2678,LIGARMOR,SHOU
38691,2634,HEVARMOR,SHOU
38692,2590,ROBE,SHOU
38693,2546,MROBE,SHOU
38694,3504,HEVARMOR,SHOU
38695,3548,LIGARMOR,SHOU
38696,3592,MEDARMOR,SHOU
38697,3636,ROBE,SHOU
38698,3596,MEDARMOR,BOOT
38699,3640,ROBE,BOOT
38700,2195,HEVARMOR,GLOV
38701,2075,MEDARMOR,GLOV
38702,2135,ROBE,GLOV
38703,2009,LIGARMOR,GLOV
38704,2683,LIGARMOR,GLOV
38705,2639,HEVARMOR,GLOV
38706,2595,ROBE,GLOV
38707,2551,MROBE,GLOV
38708,3509,HEVARMOR,GLOV
38709,3553,LIGARMOR,GLOV
38710,3597,MEDARMOR,GLOV
38711,3641,ROBE,GLOV
38712,3595,MEDARMOR,BODY
38713,3639,ROBE,BODY
38714,2197,HEVARMOR,HELM
38715,2077,MEDARMOR,HELM
38716,2137,ROBE,HELM
38717,2011,LIGARMOR,HELM
38718,2685,LIGARMOR,HELM
38719,2641,HEVARMOR,HELM
38720,2597,ROBE,HELM
38721,2553,MROBE,HELM
38722,3511,HEVARMOR,HELM
38723,3555,LIGARMOR,HELM
38724,3599,MEDARMOR,HELM
38725,3643,ROBE,HELM
38726,3598,MEDARMOR,SHOU
38727,3642,ROBE,SHOU
38728,2193,HEVARMOR,BODY
38729,2073,MEDARMOR,BODY
38730,2133,ROBE,BODY
38731,2007,LIGARMOR,BODY
38732,2681,LIGARMOR,BODY
38733,2637,HEVARMOR,BODY
38734,2593,ROBE,BODY
38735,2549,MROBE,BODY
38736,3507,HEVARMOR,BODY
38737,3551,LIGARMOR,BODY
38738,3595,MEDARMOR,BODY
38739,3639,ROBE,BODY
38740,3596,MEDARMOR,BOOT
38741,3640,ROBE,BOOT
38742,2195,HEVARMOR,GLOV
38743,2075,MEDARMOR,GLOV
38744,2135,ROBE,GLOV
38745,2009,LIGARMOR,GLOV
38746,2683,LIGARMOR,GLOV
38747,2639,HEVARMOR,GLOV
38748,2595,ROBE,GLOV
38749,2551,MROBE,GLOV
38750,3509,HEVARMOR,GLOV
38751,3553,LIGARMOR,GLOV
38752,3597,MEDARMOR,GLOV
38753,3641,ROBE,GLOV
38754,3598,MEDARMOR,SHOU
38755,3642,ROBE,SHOU
38756,2192,NONE,BELT
38757,2072,NONE,BELT
38758,2132,NONE,BELT
38759,2006,NONE,BELT
38760,2680,NONE,BELT
38761,2636,NONE,BELT
38762,2592,NONE,BELT
38763,2548,NONE,BELT
38764,3506,NONE,BELT
38765,3550,NONE,BELT
38766,3594,NONE,BELT
38767,3638,NONE,BELT
38768,3602,MEDARMOR,BOOT
38769,3646,ROBE,BOOT
38770,2201,HEVARMOR,GLOV
38771,2081,MEDARMOR,GLOV
38772,2141,ROBE,GLOV
38773,2021,LIGARMOR,GLOV
38774,2689,LIGARMOR,GLOV
38775,2645,HEVARMOR,GLOV
38776,2601,ROBE,GLOV
38777,2557,MROBE,GLOV
38778,3515,HEVARMOR,GLOV
38779,3559,LIGARMOR,GLOV
38780,3603,MEDARMOR,GLOV
38781,3647,ROBE,GLOV
38782,3601,MEDARMOR,BODY
38783,3645,ROBE,BODY
38784,2203,HEVARMOR,HELM
38785,2083,MEDARMOR,HELM
38786,2143,ROBE,HELM
38787,2023,LIGARMOR,HELM
38788,2691,LIGARMOR,HELM
38789,2647,HEVARMOR,HELM
38790,2603,ROBE,HELM
38791,2559,MROBE,HELM
38792,3517,HEVARMOR,HELM
38793,3561,LIGARMOR,HELM
38794,3605,MEDARMOR,HELM
38795,3649,ROBE,HELM
38796,3605,MEDARMOR,HELM
38797,3649,ROBE,HELM
38798,2201,HEVARMOR,GLOV
38799,2081,MEDARMOR,GLOV
38800,2141,ROBE,GLOV
38801,2021,LIGARMOR,GLOV
38802,2689,LIGARMOR,GLOV
38803,2645,HEVARMOR,GLOV
38804,2601,ROBE,GLOV
38805,2557,MROBE,GLOV
38806,3515,HEVARMOR,GLOV
38807,3559,LIGARMOR,GLOV
38808,3603,MEDARMOR,GLOV
38809,3647,ROBE,GLOV
38810,1952,NONE,BACK
38811,1952,NONE,BACK
38812,2198,NONE,BELT
38813,2078,NONE,BELT
38814,2138,NONE,BELT
38815,2018,NONE,BELT
38816,2686,NONE,BELT
38817,2642,NONE,BELT
38818,2598,NONE,BELT
38819,2554,NONE,BELT
38820,3512,NONE,BELT
38821,3556,NONE,BELT
38822,3600,NONE,BELT
38823,3644,NONE,BELT
38824,3601,MEDARMOR,BODY
38825,3645,ROBE,BODY
38826,2200,HEVARMOR,BOOT
38827,2080,MEDARMOR,BOOT
38828,2140,ROBE,BOOT
38829,2020,LIGARMOR,BOOT
38830,2688,LIGARMOR,BOOT
38831,2632,HEVARMOR,BOOT
38832,2600,ROBE,BOOT
38833,2556,MROBE,BOOT
38834,3514,HEVARMOR,BOOT
38835,3558,LIGARMOR,BOOT
38836,3602,MEDARMOR,BOOT
38837,3646,ROBE,BOOT
38838,,,
38839,,,
38840,,,
38841,,,
38842,,,
38843,,,
38844,,,
38845,,,
38846,,,
38847,,,
38848,,,
38849,,,
38850,,,
38851,,,
38852,,,
38853,,,
38854,,,
38855,,,
38856,,,
38857,,,
38858,,,
38859,,,
38860,,,
38861,,,
38862,2212,HEVARMOR,BOOT
38863,2092,MEDARMOR,BOOT
38864,2152,ROBE,BOOT
38865,2032,LIGARMOR,BOOT
38866,2700,LIGARMOR,BOOT
38867,2638,HEVARMOR,BOOT
38868,2612,ROBE,BOOT
38869,2568,MROBE,BOOT
38870,3526,HEVARMOR,BOOT
38871,3570,LIGARMOR,BOOT
38872,3614,MEDARMOR,BOOT
38873,3658,ROBE,BOOT
38874,2213,HEVARMOR,GLOV
38875,2093,MEDARMOR,GLOV
38876,2153,ROBE,GLOV
38877,2033,LIGARMOR,GLOV
38878,2701,LIGARMOR,GLOV
38879,2657,HEVARMOR,GLOV
38880,2613,ROBE,GLOV
38881,2569,MROBE,GLOV
38882,3527,HEVARMOR,GLOV
38883,3571,LIGARMOR,GLOV
38884,3615,MEDARMOR,GLOV
38885,3659,ROBE,GLOV
38886,3612,NONE,BELT
38887,3656,NONE,BELT
38888,3215,NONE,BACK
38889,1958,NONE,BACK
38890,1955,NONE,BACK
38891,1957,NONE,BACK
38892,1952,NONE,BACK
38893,1952,NONE,BACK
38894,1952,NONE,BACK
38895,1952,NONE,BACK
38896,1952,NONE,BACK
38897,1952,NONE,BACK
38898,1952,NONE,BACK
38899,1952,NONE,BACK
38900,3613,MEDARMOR,BODY
38901,3657,ROBE,BODY
38902,2213,HEVARMOR,GLOV
38903,2093,MEDARMOR,GLOV
38904,2153,ROBE,GLOV
38905,2033,LIGARMOR,GLOV
38906,2701,LIGARMOR,GLOV
38907,2657,HEVARMOR,GLOV
38908,2613,ROBE,GLOV
38909,2569,MROBE,GLOV
38910,3527,HEVARMOR,GLOV
38911,3571,LIGARMOR,GLOV
38912,3615,MEDARMOR,GLOV
38913,3659,ROBE,GLOV
38914,3617,MEDARMOR,HELM
38915,3661,ROBE,HELM
38916,2214,HEVARMOR,SHOU
38917,2094,MEDARMOR,SHOU
38918,2154,ROBE,SHOU
38919,2034,LIGARMOR,SHOU
38920,2702,LIGARMOR,SHOU
38921,2658,HEVARMOR,SHOU
38922,2614,ROBE,SHOU
38923,2570,MROBE,SHOU
38924,3528,HEVARMOR,SHOU
38925,3572,LIGARMOR,SHOU
38926,3616,MEDARMOR,SHOU
38927,3660,ROBE,SHOU
38928,3614,MEDARMOR,BOOT
38929,3658,ROBE,BOOT
38930,2213,HEVARMOR,GLOV
38931,2093,MEDARMOR,GLOV
38932,2153,ROBE,GLOV
38933,2033,LIGARMOR,GLOV
38934,2701,LIGARMOR,GLOV
38935,2657,HEVARMOR,GLOV
38936,2613,ROBE,GLOV
38937,2569,MROBE,GLOV
38938,3527,HEVARMOR,GLOV
38939,3571,LIGARMOR,GLOV
38940,3615,MEDARMOR,GLOV
38941,3659,ROBE,GLOV
38942,3617,MEDARMOR,HELM
38943,3661,ROBE,HELM
38944,2213,HEVARMOR,GLOV
38945,2093,MEDARMOR,GLOV
38946,2153,ROBE,GLOV
38947,2033,LIGARMOR,GLOV
38948,2701,LIGARMOR,GLOV
38949,2657,HEVARMOR,GLOV
38950,2613,ROBE,GLOV
38951,2569,MROBE,GLOV
38952,3527,HEVARMOR,GLOV
38953,3571,LIGARMOR,GLOV
38954,3615,MEDARMOR,GLOV
38955,3659,ROBE,GLOV
38956,1952,NONE,BACK
38957,1952,NONE,BACK
38958,2210,NONE,BELT
38959,2090,NONE,BELT
38960,2150,NONE,BELT
38961,2030,NONE,BELT
38962,2698,NONE,BELT
38963,2654,NONE,BELT
38964,2610,NONE,BELT
38965,2566,NONE,BELT
38966,3524,NONE,BELT
38967,3568,NONE,BELT
38968,3612,NONE,BELT
38969,3656,NONE,BELT
38970,3612,NONE,BELT
38971,3656,NONE,BELT
38972,2212,HEVARMOR,BOOT
38973,2092,MEDARMOR,BOOT
38974,2152,ROBE,BOOT
38975,2032,LIGARMOR,BOOT
38976,2700,LIGARMOR,BOOT
38977,2638,HEVARMOR,BOOT
38978,2612,ROBE,BOOT
38979,2568,MROBE,BOOT
38980,3526,HEVARMOR,BOOT
38981,3570,LIGARMOR,BOOT
38982,3614,MEDARMOR,BOOT
38983,3658,ROBE,BOOT
38984,3768,MROBE,SHOU
38985,3812,ROBE,SHOU
38986,2366,NONE,BELT
38987,2426,NONE,BELT
38988,2306,NONE,BELT
38989,2246,NONE,BELT
38990,2807,NONE,BELT
38991,2763,NONE,BELT
38992,2851,NONE,BELT
38993,2719,NONE,BELT
38994,3676,NONE,BELT
38995,3720,NONE,BELT
38996,3764,NONE,BELT
38997,3808,NONE,BELT
38998,3765,MROBE,BODY
38999,3809,ROBE,BODY
39000,2369,HEVARMOR,GLOV
39001,2429,MEDARMOR,GLOV
39002,2309,ROBE,GLOV
39003,2249,LIGARMOR,GLOV
39004,2810,MEDARMOR,GLOV
39005,2766,HEVARMOR,GLOV
39006,2854,ROBE,GLOV
39007,2722,ROBE,GLOV
39008,3679,HEVARMOR,GLOV
39009,3723,LIGARMOR,GLOV
39010,3767,MROBE,GLOV
39011,3811,ROBE,GLOV
39012,3766,MROBE,BOOT
39013,3810,ROBE,BOOT
39014,2370,HEVARMOR,SHOU
39015,2430,MEDARMOR,SHOU
39016,2310,ROBE,SHOU
39017,2250,LIGARMOR,SHOU
39018,2811,MEDARMOR,SHOU
39019,2767,HEVARMOR,SHOU
39020,2855,ROBE,SHOU
39021,2723,ROBE,SHOU
39022,3680,HEVARMOR,SHOU
39023,3724,LIGARMOR,SHOU
39024,3768,MROBE,SHOU
39025,3812,ROBE,SHOU
39026,3767,MROBE,GLOV
39027,3811,ROBE,GLOV
39028,2368,HEVARMOR,BOOT
39029,2428,MEDARMOR,BOOT
39030,2308,ROBE,BOOT
39031,2248,LIGARMOR,BOOT
39032,2809,MEDARMOR,BOOT
39033,2765,HEVARMOR,BOOT
39034,2853,ROBE,BOOT
39035,2721,ROBE,BOOT
39036,3678,HEVARMOR,BOOT
39037,3722,LIGARMOR,BOOT
39038,3766,MROBE,BOOT
39039,3810,ROBE,BOOT
39040,3771,MROBE,BODY
39041,3815,ROBE,BODY
39042,2377,HEVARMOR,HELM
39043,2437,MEDARMOR,HELM
39044,2317,ROBE,HELM
39045,2257,LIGARMOR,HELM
39046,2818,MEDARMOR,HELM
39047,2774,HEVARMOR,HELM
39048,2862,ROBE,HELM
39049,2730,ROBE,HELM
39050,2685,HEVARMOR,HELM
39051,3731,LIGARMOR,HELM
39052,3775,MROBE,HELM
39053,3819,ROBE,HELM
39054,3774,MROBE,SHOU
39055,3818,ROBE,SHOU
39056,2374,HEVARMOR,BOOT
39057,2434,MEDARMOR,BOOT
39058,2314,ROBE,BOOT
39059,2254,LIGARMOR,BOOT
39060,2815,MEDARMOR,BOOT
39061,2771,HEVARMOR,BOOT
39062,2859,ROBE,BOOT
39063,2727,ROBE,BOOT
39064,3684,HEVARMOR,BOOT
39065,3728,LIGARMOR,BOOT
39066,3772,MROBE,BOOT
39067,3816,ROBE,BOOT
39068,3773,MROBE,GLOV
39069,3817,ROBE,GLOV
39070,2372,NONE,BELT
39071,2432,NONE,BELT
39072,2312,NONE,BELT
39073,2252,NONE,BELT
39074,2813,NONE,BELT
39075,2769,NONE,BELT
39076,2857,NONE,BELT
39077,2725,NONE,BELT
39078,3682,NONE,BELT
39079,3726,NONE,BELT
39080,3770,NONE,BELT
39081,3814,NONE,BELT
39082,3771,MROBE,BODY
39083,3815,ROBE,BODY
39084,2377,HEVARMOR,HELM
39085,2437,MEDARMOR,HELM
39086,2317,ROBE,HELM
39087,2257,LIGARMOR,HELM
39088,2818,MEDARMOR,HELM
39089,2774,HEVARMOR,HELM
39090,2862,ROBE,HELM
39091,2730,ROBE,HELM
39092,2685,HEVARMOR,HELM
39093,3731,LIGARMOR,HELM
39094,3775,MROBE,HELM
39095,3819,ROBE,HELM
39096,3772,MROBE,BOOT
39097,3816,ROBE,BOOT
39098,2375,HEVARMOR,GLOV
39099,2435,MEDARMOR,GLOV
39100,2315,ROBE,GLOV
39101,2255,LIGARMOR,GLOV
39102,2816,MEDARMOR,GLOV
39103,2772,HEVARMOR,GLOV
39104,2860,ROBE,GLOV
39105,2728,ROBE,GLOV
39106,3685,HEVARMOR,GLOV
39107,3729,LIGARMOR,GLOV
39108,3773,MROBE,GLOV
39109,3817,ROBE,GLOV
39110,3592,MEDARMOR,SHOU
39111,3636,ROBE,SHOU
39112,2189,HEVARMOR,GLOV
39113,2069,MEDARMOR,GLOV
39114,2129,ROBE,GLOV
39115,2003,LIGARMOR,GLOV
39116,2677,LIGARMOR,GLOV
39117,2633,HEVARMOR,GLOV
39118,2589,ROBE,GLOV
39119,2545,MROBE,GLOV
39120,3503,HEVARMOR,GLOV
39121,3547,LIGARMOR,GLOV
39122,3591,MEDARMOR,GLOV
39123,3635,ROBE,GLOV
39124,3589,MEDARMOR,BODY
39125,3633,ROBE,BODY
39126,2189,HEVARMOR,GLOV
39127,2069,MEDARMOR,GLOV
39128,2129,ROBE,GLOV
39129,2003,LIGARMOR,GLOV
39130,2677,LIGARMOR,GLOV
39131,2633,HEVARMOR,GLOV
39132,2589,ROBE,GLOV
39133,2545,MROBE,GLOV
39134,3503,HEVARMOR,GLOV
39135,3547,LIGARMOR,GLOV
39136,3591,MEDARMOR,GLOV
39137,3635,ROBE,GLOV
39138,3590,MEDARMOR,BOOT
39139,3634,ROBE,BOOT
39140,2190,HEVARMOR,SHOU
39141,2070,MEDARMOR,SHOU
39142,2130,ROBE,SHOU
39143,2004,LIGARMOR,SHOU
39144,2678,LIGARMOR,SHOU
39145,2634,HEVARMOR,SHOU
39146,2590,ROBE,SHOU
39147,2546,MROBE,SHOU
39148,3504,HEVARMOR,SHOU
39149,3548,LIGARMOR,SHOU
39150,3592,MEDARMOR,SHOU
39151,3636,ROBE,SHOU
39152,3591,MEDARMOR,GLOV
39153,3635,ROBE,GLOV
39154,2188,HEVARMOR,BOOT
39155,2068,MEDARMOR,BOOT
39156,2128,ROBE,BOOT
39157,2002,LIGARMOR,BOOT
39158,2676,LIGARMOR,BOOT
39159,2632,HEVARMOR,BOOT
39160,2588,ROBE,BOOT
39161,2544,MROBE,BOOT
39162,3502,HEVARMOR,BOOT
39163,3546,LIGARMOR,BOOT
39164,3590,MEDARMOR,BOOT
39165,3634,ROBE,BOOT
39166,3595,MEDARMOR,BODY
39167,3639,ROBE,BODY
39168,2197,HEVARMOR,HELM
39169,2077,MEDARMOR,HELM
39170,2137,ROBE,HELM
39171,2011,LIGARMOR,HELM
39172,2685,LIGARMOR,HELM
39173,2641,HEVARMOR,HELM
39174,2597,ROBE,HELM
39175,2553,MROBE,HELM
39176,3511,HEVARMOR,HELM
39177,3555,LIGARMOR,HELM
39178,3599,MEDARMOR,HELM
39179,3643,ROBE,HELM
39180,2596,ROBE,SHOU
39181,2552,MROBE,SHOU
39182,3510,HEVARMOR,SHOU
39183,3554,LIGARMOR,SHOU
39184,3598,MEDARMOR,SHOU
39185,3642,ROBE,SHOU
39186,2195,HEVARMOR,GLOV
39187,2075,MEDARMOR,GLOV
39188,2135,ROBE,GLOV
39189,2009,LIGARMOR,GLOV
39190,2683,LIGARMOR,GLOV
39191,2639,HEVARMOR,GLOV
39192,2595,ROBE,GLOV
39193,2551,MROBE,GLOV
39194,3509,HEVARMOR,GLOV
39195,3553,LIGARMOR,GLOV
39196,3597,MEDARMOR,GLOV
39197,3641,ROBE,GLOV
39198,3597,MEDARMOR,GLOV
39199,3641,ROBE,GLOV
39200,2192,NONE,BELT
39201,2072,NONE,BELT
39202,2132,NONE,BELT
39203,2006,NONE,BELT
39204,2680,NONE,BELT
39205,2636,NONE,BELT
39206,2592,NONE,BELT
39207,2548,NONE,BELT
39208,3506,NONE,BELT
39209,3550,NONE,BELT
39210,3594,NONE,BELT
39211,3638,NONE,BELT
39212,3595,MEDARMOR,BODY
39213,3639,ROBE,BODY
39214,2197,HEVARMOR,HELM
39215,2077,MEDARMOR,HELM
39216,2137,ROBE,HELM
39217,2011,LIGARMOR,HELM
39218,2685,LIGARMOR,HELM
39219,2641,HEVARMOR,HELM
39220,2597,ROBE,HELM
39221,2553,MROBE,HELM
39222,3511,HEVARMOR,HELM
39223,3555,LIGARMOR,HELM
39224,3599,MEDARMOR,HELM
39225,3643,ROBE,HELM
39226,3596,MEDARMOR,BOOT
39227,3640,ROBE,BOOT
39228,2195,HEVARMOR,GLOV
39229,2075,MEDARMOR,GLOV
39230,2135,ROBE,GLOV
39231,2009,LIGARMOR,GLOV
39232,2683,LIGARMOR,GLOV
39233,2639,HEVARMOR,GLOV
39234,2595,ROBE,GLOV
39235,2551,MROBE,GLOV
39236,3509,HEVARMOR,GLOV
39237,3553,LIGARMOR,GLOV
39238,3597,MEDARMOR,GLOV
39239,3641,ROBE,GLOV
39240,2811,MEDARMOR,SHOU
39241,2767,HEVARMOR,SHOU
39242,2855,ROBE,SHOU
39243,2723,ROBE,SHOU
39244,3680,HEVARMOR,SHOU
39245,3724,LIGARMOR,SHOU
39246,3768,MROBE,SHOU
39247,3812,ROBE,SHOU
39248,2369,HEVARMOR,GLOV
39249,2429,MEDARMOR,GLOV
39250,2309,ROBE,GLOV
39251,2249,LIGARMOR,GLOV
39252,2810,MEDARMOR,GLOV
39253,2766,HEVARMOR,GLOV
39254,2854,ROBE,GLOV
39255,2722,ROBE,GLOV
39256,3679,HEVARMOR,GLOV
39257,3723,LIGARMOR,GLOV
39258,3767,MROBE,GLOV
39259,3811,ROBE,GLOV
39260,2810,MEDARMOR,GLOV
39261,2766,HEVARMOR,GLOV
39262,2854,ROBE,GLOV
39263,2722,ROBE,GLOV
39264,3679,HEVARMOR,GLOV
39265,3723,LIGARMOR,GLOV
39266,3767,MROBE,GLOV
39267,3811,ROBE,GLOV
39268,2370,HEVARMOR,SHOU
39269,2430,MEDARMOR,SHOU
39270,2310,ROBE,SHOU
39271,2250,LIGARMOR,SHOU
39272,2811,MEDARMOR,SHOU
39273,2767,HEVARMOR,SHOU
39274,2855,ROBE,SHOU
39275,2723,ROBE,SHOU
39276,3680,HEVARMOR,SHOU
39277,3724,LIGARMOR,SHOU
39278,3768,MROBE,SHOU
39279,3812,ROBE,SHOU
39280,2807,NONE,BELT
39281,2763,NONE,BELT
39282,2851,NONE,BELT
39283,2719,NONE,BELT
39284,3676,NONE,BELT
39285,3720,NONE,BELT
39286,3764,NONE,BELT
39287,3808,NONE,BELT
39288,2368,HEVARMOR,BOOT
39289,2428,MEDARMOR,BOOT
39290,2308,ROBE,BOOT
39291,2248,LIGARMOR,BOOT
39292,2809,MEDARMOR,BOOT
39293,2765,HEVARMOR,BOOT
39294,2853,ROBE,BOOT
39295,2721,ROBE,BOOT
39296,3678,HEVARMOR,BOOT
39297,3722,LIGARMOR,BOOT
39298,3766,MROBE,BOOT
39299,3810,ROBE,BOOT
39300,2810,MEDARMOR,GLOV
39301,2766,HEVARMOR,GLOV
39302,2854,ROBE,GLOV
39303,2722,ROBE,GLOV
39304,3679,HEVARMOR,GLOV
39305,3723,LIGARMOR,GLOV
39306,3767,MROBE,GLOV
39307,3811,ROBE,GLOV
39308,2368,HEVARMOR,BOOT
39309,2428,MEDARMOR,BOOT
39310,2308,ROBE,BOOT
39311,2248,LIGARMOR,BOOT
39312,2809,MEDARMOR,BOOT
39313,2765,HEVARMOR,BOOT
39314,2853,ROBE,BOOT
39315,2721,ROBE,BOOT
39316,3678,HEVARMOR,BOOT
39317,3722,LIGARMOR,BOOT
39318,3766,MROBE,BOOT
39319,3810,ROBE,BOOT
39320,2809,MEDARMOR,BOOT
39321,2765,HEVARMOR,BOOT
39322,2853,ROBE,BOOT
39323,2721,ROBE,BOOT
39324,3678,HEVARMOR,BOOT
39325,3722,LIGARMOR,BOOT
39326,3766,MROBE,BOOT
39327,3810,ROBE,BOOT
39328,2367,HEVARMOR,BODY
39329,2427,MEDARMOR,BODY
39330,2307,ROBE,BODY
39331,2247,LIGARMOR,BODY
39332,2808,MEDARMOR,BODY
39333,2764,HEVARMOR,BODY
39334,2852,ROBE,BODY
39335,2720,ROBE,BODY
39336,3677,HEVARMOR,BODY
39337,3721,LIGARMOR,BODY
39338,3765,MROBE,BODY
39339,3809,ROBE,BODY
39340,2808,MEDARMOR,BODY
39341,2764,HEVARMOR,BODY
39342,2852,ROBE,BODY
39343,2720,ROBE,BODY
39344,3677,HEVARMOR,BODY
39345,3721,LIGARMOR,BODY
39346,3765,MROBE,BODY
39347,3809,ROBE,BODY
39348,2366,NONE,BELT
39349,2426,NONE,BELT
39350,2306,NONE,BELT
39351,2246,NONE,BELT
39352,2807,NONE,BELT
39353,2763,NONE,BELT
39354,2851,NONE,BELT
39355,2719,NONE,BELT
39356,3676,NONE,BELT
39357,3720,NONE,BELT
39358,3764,NONE,BELT
39359,3808,NONE,BELT
39360,2808,MEDARMOR,BODY
39361,2764,HEVARMOR,BODY
39362,2852,ROBE,BODY
39363,2720,ROBE,BODY
39364,3677,HEVARMOR,BODY
39365,3721,LIGARMOR,BODY
39366,3765,MROBE,BODY
39367,3809,ROBE,BODY
39368,2370,HEVARMOR,SHOU
39369,2430,MEDARMOR,SHOU
39370,2310,ROBE,SHOU
39371,2250,LIGARMOR,SHOU
39372,2811,MEDARMOR,SHOU
39373,2767,HEVARMOR,SHOU
39374,2855,ROBE,SHOU
39375,2723,ROBE,SHOU
39376,3680,HEVARMOR,SHOU
39377,3724,LIGARMOR,SHOU
39378,3768,MROBE,SHOU
39379,3812,ROBE,SHOU
39380,2807,NONE,BELT
39381,2763,NONE,BELT
39382,2851,NONE,BELT
39383,2719,NONE,BELT
39384,3676,NONE,BELT
39385,3720,NONE,BELT
39386,3764,NONE,BELT
39387,3808,NONE,BELT
39388,2370,HEVARMOR,SHOU
39389,2430,MEDARMOR,SHOU
39390,2310,ROBE,SHOU
39391,2250,LIGARMOR,SHOU
39392,2811,MEDARMOR,SHOU
39393,2767,HEVARMOR,SHOU
39394,2855,ROBE,SHOU
39395,2723,ROBE,SHOU
39396,3680,HEVARMOR,SHOU
39397,3724,LIGARMOR,SHOU
39398,3768,MROBE,SHOU
39399,3812,ROBE,SHOU
39400,2809,MEDARMOR,BOOT
39401,2765,HEVARMOR,BOOT
39402,2853,ROBE,BOOT
39403,2721,ROBE,BOOT
39404,3678,HEVARMOR,BOOT
39405,3722,LIGARMOR,BOOT
39406,3766,MROBE,BOOT
39407,3810,ROBE,BOOT
39408,2369,HEVARMOR,GLOV
39409,2429,MEDARMOR,GLOV
39410,2309,ROBE,GLOV
39411,2249,LIGARMOR,GLOV
39412,2810,MEDARMOR,GLOV
39413,2766,HEVARMOR,GLOV
39414,2854,ROBE,GLOV
39415,2722,ROBE,GLOV
39416,3679,HEVARMOR,GLOV
39417,3723,LIGARMOR,GLOV
39418,3767,MROBE,GLOV
39419,3811,ROBE,GLOV
39420,2810,MEDARMOR,GLOV
39421,2766,HEVARMOR,GLOV
39422,2854,ROBE,GLOV
39423,2722,ROBE,GLOV
39424,3679,HEVARMOR,GLOV
39425,3723,LIGARMOR,GLOV
39426,3767,MROBE,GLOV
39427,3811,ROBE,GLOV
39428,2367,HEVARMOR,BODY
39429,2427,MEDARMOR,BODY
39430,2307,ROBE,BODY
39431,2247,LIGARMOR,BODY
39432,2808,MEDARMOR,BODY
39433,2764,HEVARMOR,BODY
39434,2852,ROBE,BODY
39435,2720,ROBE,BODY
39436,3677,HEVARMOR,BODY
39437,3721,LIGARMOR,BODY
39438,3765,MROBE,BODY
39439,3809,ROBE,BODY
39440,2811,MEDARMOR,SHOU
39441,2767,HEVARMOR,SHOU
39442,2855,ROBE,SHOU
39443,2723,ROBE,SHOU
39444,3680,HEVARMOR,SHOU
39445,3724,LIGARMOR,SHOU
39446,3768,MROBE,SHOU
39447,3812,ROBE,SHOU
39448,2368,HEVARMOR,BOOT
39449,2428,MEDARMOR,BOOT
39450,2308,ROBE,BOOT
39451,2248,LIGARMOR,BOOT
39452,2809,MEDARMOR,BOOT
39453,2765,HEVARMOR,BOOT
39454,2853,ROBE,BOOT
39455,2721,ROBE,BOOT
39456,3678,HEVARMOR,BOOT
39457,3722,LIGARMOR,BOOT
39458,3766,MROBE,BOOT
39459,3810,ROBE,BOOT
39460,2808,MEDARMOR,BODY
39461,2764,HEVARMOR,BODY
39462,2852,ROBE,BODY
39463,2720,ROBE,BODY
39464,3677,HEVARMOR,BODY
39465,3721,LIGARMOR,BODY
39466,3765,MROBE,BODY
39467,3809,ROBE,BODY
39468,2366,NONE,BELT
39469,2426,NONE,BELT
39470,2306,NONE,BELT
39471,2246,NONE,BELT
39472,2807,NONE,BELT
39473,2763,NONE,BELT
39474,2851,NONE,BELT
39475,2719,NONE,BELT
39476,3676,NONE,BELT
39477,3720,NONE,BELT
39478,3764,NONE,BELT
39479,3808,NONE,BELT
39480,2808,MEDARMOR,BODY
39481,2764,HEVARMOR,BODY
39482,2852,ROBE,BODY
39483,2720,ROBE,BODY
39484,3677,HEVARMOR,BODY
39485,3721,LIGARMOR,BODY
39486,3765,MROBE,BODY
39487,3809,ROBE,BODY
39488,2368,HEVARMOR,BOOT
39489,2428,MEDARMOR,BOOT
