Effect Id,Vfx Id,Type,Id,Description:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Swordmaster Specialist Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,1,0,920,Additional Impact from event - Nature Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,2,0,686,Additional Impact from event - Heaven Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,8,0,55,Disorient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,1,0,851,Knockdown Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,1,1,54,Knockdown Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,11,0,978,VFX For 1s Delayed Crashing Wave (On Target),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,5,0,1120, Group Unstoppable effect - CC immunity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,3,0,686,Additional Impact from event - Heaven Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,1,0,985,Absorb shield that loops for a duration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,13,0,917,Daze effect that plays for duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,9,0,389,Disorient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,1,0,920,Daze effect that plays for duration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,2,0,686,Absorb shield that loops for a duration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,11,0,926,Spirit Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,5,0,1635,Group cooldown reduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,7,0,55,"Stun on target from Event (only 1s, no anim)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,6,0,0,More hate (Only against monsters),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,6,0,2816,Removes Blessing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,2,0,0,Direct Damage done after blessing removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Swordmaster Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,5,0,562,knockback,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,8,0,945,Advance your Balance state from event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Swordmaster Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,5,0,766,Toughness buff on all group members,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,7,0,936,"Snare, looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,13,0,940,VFX to play on Caster when he lands for the PBAE snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,1,0,922,Impact back against target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Swordmaster Specialist Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,7,0,55,stun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,7,0,1139,Proc - Damage Absorb shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Swordmaster Specialist Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,5,0,1565,Group ablative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2222,7,0,1566,Morale Reduction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Shadow Warrior Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,9,0,1289,"Weapon Skill debuff, from Tactic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,7,0,0,Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,2,0,562,Knockdown Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,2,1,54,Knockdown Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,4,0,0,Detaunt on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,5,0,884,Detaunt on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,5,0,1300,Arrow Impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,7,0,1282,"Root, looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,7,0,389,"Silence, looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,7,0,1290,Init debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,8,0,562,Knockdown Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,8,1,54,Knockdown Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,7,0,1539,"Disarm, looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,7,0,0,Interrupt on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2246,9,0,1175,"Setback on target, from Tactic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,5,0,768,"Group buff, +AP Regen",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Shadow Warrior Spec Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,7,0,1295,AOE wave from block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2248,6,0,1296,Secondary hit from AOE wave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2249,7,0,694,Armor redux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,7,0,1130,Incoming heals are reduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2251,1,0,1307,Impacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,7,0,562,Knockdown Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2253,7,1,54,Knockdown Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2254,7,0,1130,Incoming heals are reduced,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,9,0,1294,Arrow barrage projectile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Shadow Warrior Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,3,0,768,AP Heal from event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2266,5,0,1300,distracting shot impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,2,0,2836,Heal on self from event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Shadow Warrior Spec Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2272,5,0,752,Group crit buff increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,5,0,1621,Buff Offensive up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,5,0,1278,Spiral arrow impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Shadow Warrior Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,4,0,2319,Center point for GTAE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,7,0,2317,impacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,1,0,3234,Stagger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,2,0,921,impacts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2282,7,0,2309,"Disarm AND Silence, looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Shadow Warrior Spec Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2285,2,0,2318,aoe stuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;White Lion Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,7,0,2455,Additional DoT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2304,5,0,2463,VFX on pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,1,0,2396,Primary hit from player on their target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,3,0,2409,Secondary hit from player on pet's target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2306,1,0,1029,HoT on lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,7,0,2472,Sundering Chop - normal impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,9,0,2468,Sundering Chop - armor penetrating impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,5,0,884,Buff ally to cause less threat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,3,0,1624,Parry up self buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,1,0,985,Additional +Armor selfbuff from tactic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,5,0,2464,VFX on pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,1,0,2408,Detaunt effect on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,7,0,884,Detaunt effect on enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,9,1,188,Cower anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,7,0,2022,Attack speed debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,7,0,1617,Additional -Str debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2313,7,0,2455,DOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2314,5,0,2465,VFX on pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,7,0,2393,Initial hit on enemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,5,0,1621,Buff entire group to deal extra damage for one hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,9,0,2398,Additional impact from extra hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,5,0,2466,Charge! effect on pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;White Lion Spec Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,0,0,2444,Effect around player's landing point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,9,0,2400,Impact effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,7,0,2446,Impacts on AE targets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,5,0,2443,"+Dmg selfbuff, looping",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,5,0,1621,+Crit chance buff on pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336,5,0,2439,Effect on War Lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;White Lion Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,7,0,767,damage buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2342,7,0,767,rage buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,7,0,1030,small heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,7,0,1153,disorient effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2357,1,0,1057,armor up buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;White Lion Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,7,0,2643,Root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,1,0,2646,Projectile for Ensnare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2364,5,0,2645,Impact for Ensnare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2366,5,0,2639,Heal on self from lifetap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;White Lion Spec Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,3,0,2635,Aoe cast on White lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,4,0,2636,Aoe impact from White lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,5,0,2637,Aoe cast from War lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2370,6,0,2638,Aoe impact from War lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,5,0,2632,Full heal on pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2371,4,0,2631,Full AP for entire group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,5,0,2634,Cast on lion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,6,0,970,1.5 sec delay Roar Camera shake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Archmage Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,7,0,1617,Int and BS Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,7,0,1094,RainCloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2380,3,0,1029,Heals defensive target each tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2382,5,0,1067,WS Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,5,0,1084,Cleanse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,4,0,783,Morale Gain (from tactic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,3,0,1139,Absorb Bubble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2385,2,0,512,Resurrection Effect on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2387,5,0,1064,Resist Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2388,7,0,560,Tactic impact.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,1,0,789,beam effect w/ damage on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,1,0,1135,Impact on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2389,6,0,917,Interrupt target (from tactic),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,7,0,1613,Snare + Resist Debuff (non-looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2390,8,0,1070,AOE Marsh Ground Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,7,0,1079,Toughness Debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2391,8,0,1078,AOE on Target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2392,8,0,389,Silence Debuff (looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,7,0,562,Impact from debuff landing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,8,0,925,Morale Loss on target from event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2395,5,0,884,Detaunt on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,3,0,2077,Defensive target lifetap heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,1,0,2074,defensive target life transfer heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2397,3,0,0,beam effect ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Archmage Spec Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,4,0,884,Detaunt on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2404,5,0,884,Detaunt on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2405,1,0,1125,AOE beam effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,7,0,1139,Shield effect in linger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2408,5,0,686,Impact from AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2409,1,0,1031,Extra heal at the end of the effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,4,0,1568,Pulse effect around holder (Target) (Looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2410,5,0,921,Damage from event (on enemies around target),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,5,0,2077,Effect Applied,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2411,6,0,1029,Heal activated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2412,7,0,2075,Spirit resist debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,7,0,3059,Impact from AE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,5,0,3060,Heal on Dtar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2413,4,0,3058,AE affect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Archmage Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2417,2,0,55,stun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2419,5,0,768,AP Drain from target to caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Archmage Spec Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2427,3,0,1562,heal up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2428,4,0,1033,radient lance impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,4,0,1030,heal event,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,2,0,916,replace golden aura impact,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Archmage Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2439,5,0,1635,Group Auto Attack speed increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2440,7,0,2515,Disorient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2441,7,0,389,Silence (looping),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Archmage Spec Morale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,8,0,2664,Firebird Cast at the ground location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2446,9,0,2485,Wave pulse effect at the ground location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,5,0,2491,AP Cost increased on enemies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2447,7,0,2503,AP Cost decreased on allies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Blackguard Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,7,0,1603,Toughness and scaling Str buff (May need more effects),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,6,0,2896,Impact effect on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,8,0,300,Debuffs Int and scaling Willpower (may need more effects),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2454,8,0,1589,Snare,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,2,0,113,Knockdown Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2457,2,1,54,Knockdown Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,8,0,576,Taunt on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,7,0,577,Taunt on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,1,0,2869,glow effect  on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2458,8,0,923,Damage debuff on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,8,0,0,Morale Dot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,1,0,314,Armor debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,8,0,1153,Disorient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,1,0,1578,Strength buff ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2461,1,0,573,Guard effect on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2467,8,0,0,Block and Parry debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,8,0,576,Taunt on target,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,7,0,577,Taunt on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,1,0,2869,Glow Effect  on caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2469,8,0,1605,Str debuff and scaling Crit debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2470,7,0,278,Root,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,8,0,1604,toughness debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2473,6,0,2818,Enchant removal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2474,5,0,3269,Dark Protector effect on Ally,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,;Blackguard Spec Abilities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,2,0,113,Knockdown Effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,2,1,54,Knockdown Anim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,6,0,1893,Block buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2481,3,0,954,Damage on target from shield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,6,0,0,Parry Buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2483,5,0,1595,Ap buff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,7,0,2083,Damage Absorb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2485,8,0,41,Ap Cost debuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,5,0,0,Rage Pusle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486,6,0,1131,Heal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;,;Blackguard Tactics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2494,7,0,1597,Speed Buff and AP boost proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2495,7,0,1595,Ap regen buff proc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
