,,,,0,Buff,Build Up,Action,Special,Play,Mount Build,MountAction,ActivateAgro,Suppress,Force in phase to be ## seconds,Max Playback Rate,,,,
2767,Willpower buff,,,474,474,,112,2767,1,,,1,,,,,,,
2768,,,,,,,99,2768,1,,,1,,,,,,,
2769,Repeater Crossbolt,,,13309,13309,,99,2769,1,,,1,,,,,,,
2770,;Weapon Procs,,,,,,,2770,,,,1,,,,,,,
2771,Hemorrhage,,,2434,2434,,99,2771,1,,,1,,,,,,,
2772,Blight,,,2464,2464,,99,2772,1,,,1,,,,,,,
2773,Burn,,,7913,7913,,99,2773,1,,,1,,,,,,,
2774,Agony,,,13376,13376,,99,2774,1,,,1,,,,,,,
2775,Concussion,,,2679,2679,,99,2775,1,,,1,,,,,,,
2776,Decay,,,2679,2679,,99,2776,1,,,1,,,,,,,
2777,Shock,,,2679,2679,,99,2777,1,,,1,,,,,,,
2778,Judgement,,,2679,2679,,99,2778,1,,,1,,,,,,,
2779,Impairment,,,2451,2451,,99,2779,1,,,1,,,,,,,
2780,Affliction,,,5241,5241,,99,2780,1,,,1,,,,,,,
2781,Chill,,,8005,8005,,99,2781,1,,,1,,,,,,,
2782,Anguish,,,8020,8020,,99,2782,1,,,1,,,,,,,
2783,Dissolve,,,5287,5287,,99,2783,1,,,1,,,,,,,
2784,Boost,,,22257,22257,,99,2784,1,,,1,,,,,,,
2785,Steal Potency,,,2440,2440,,99,2785,1,,,1,,,,,,,
2786,Steal Fervor,,,2575,2575,,99,2786,1,,,1,,,,,,,
2787,Blades,,,7945,7945,,99,2787,1,,,1,,,,,,,
2788,Burst,,,10963,10963,,99,2788,1,,,1,,,,,,,
2789,Singe,,,4630,4630,,99,2789,1,,,1,,,,,,,
2790,Rot,,,5116,5116,,99,2790,1,,,1,,,,,,,
2791,Spike,,,0,0,,99,2791,1,,,1,,,,,,,
2792,Shatter,,,0,0,,99,2792,1,,,1,,,,,,,
2793,Freeze,,,0,0,,99,2793,1,,,1,,,,,,,
2794,Doom,,,0,0,,99,2794,1,,,1,,,,,,,
2795,Barrier,,,22266,22266,,99,2795,1,,,1,,,,,,,
2796,Barricade,,,22265,22265,,99,2796,1,,,1,,,,,,,
2797,Vitalize,,,0,0,,99,2797,1,,,1,,,,,,,
2798,,,,,,,99,2798,1,,,1,,,,,,,
2799,;MORE SIEGE ABILITIES,,,,,,,2799,,,,1,,,,,,,
2800,Boiling Oil,Dark Elf Boiling Oil,,7933,7933,,72,2800,1,,,1,,,,,,,
2801,Siege Ram,Dark Elf Siege Ram,,7933,7933,,72,2801,1,,,1,,,,,,,
2802,Ballista,Dark Elf Ballistae,,7933,7933,,72,2802,1,,,1,,,,,,,
2803,Repeater Bolt Thrower,Dark Elf Cannon,,7933,7933,,72,2803,1,,,1,,,,,,,
2804,Dark Elf Flaming Logs,Not used anymore,,7933,7933,,72,2804,1,,,1,,,,,,,
2805,Dark Elf Catapault,Not used anymore,,7933,7933,,72,2805,1,,,1,,,,,,,
2806,Boiling Oil, Empire Boiling Oil,,7933,7933,,72,2806,1,,,1,,,,,,,
2807,Siege Ram, Empire Siege Ram,,7933,7933,,72,2807,1,,,1,,,,,,,
2808,Cannon, Empire Ballistae,,7933,7933,,72,2808,1,,,1,,,,,,,
2809,Hellblaster, Empire Cannon,,7933,7933,,72,2809,1,,,1,,,,,,,
2810, Empire Flaming Logs,Not used anymore,,7933,7933,,72,2810,1,,,1,,,,,,,
2811, Empire Catapault,Not used anymore,,7933,7933,,72,2811,1,,,1,,,,,,,
2812,Boiling Oil, Chaos Boiling Oil,,7933,7933,,72,2812,1,,,1,,,,,,,
2813,Siege Ram, Chaos Siege Ram,,7933,7933,,72,2813,1,,,1,,,,,,,
2814,Hellcannon, Chaos Ballistae,,7933,7933,,72,2814,1,,,1,,,,,,,
2815,Tri-Barrel Hellcannon, Chaos Cannon,,7933,7933,,72,2815,1,,,1,,,,,,,
2816, Chaos Flaming Logs,Not used anymore,,7933,7933,,72,2816,1,,,1,,,,,,,
2817, Chaos Catapault,Not used anymore,,7933,7933,,72,2817,1,,,1,,,,,,,
2818,Boiling Oil,Dwarven Boiling Oil,,7933,7933,,72,2818,1,,,1,,,,,,,
2819,Siege Ram,Dwarven Siege Ram,,7933,7933,,72,2819,1,,,1,,,,,,,
2820,Cannon,Dwarven Ballistae,,7933,7933,,72,2820,1,,,1,,,,,,,
2821,Organ Gun,Dwarven Cannon,,7933,7933,,72,2821,1,,,1,,,,,,,
2822,Dwarven Flaming Logs,Not used anymore,,7933,7933,,72,2822,1,,,1,,,,,,,
2823,Dwarven Catapault,Not used anymore,,7933,7933,,72,2823,1,,,1,,,,,,,
2824,Boiling Oil,Greenskin Boiling Oil,,7933,7933,,72,2824,1,,,1,,,,,,,
2825,Siege Ram,Greenskin Siege Ram,,7933,7933,,72,2825,1,,,1,,,,,,,
2826,Spear Chukka,Greenskin Ballistae,,7933,7933,,72,2826,1,,,1,,,,,,,
2827,Boulder Lob,Bitter Rivals ,,7933,7933,,72,2827,1,,,1,,,,,,,
2828,Axe Fling,Bitter Rivals ,,7933,7933,,72,2828,1,,,1,,,,,,,
2829,Rock Lobba,Greenskin Catapault,,7933,7933,,72,2829,1,,,1,,,,,,,
2830,Siege build and destroy FX,,,7933,7933,,99,2830,1,,,1,,,,,,,
2831,;Renown Abilities,,,,,,,2831,,,,1,,,,,,,
2832,Arcane Protection,,,22253,22253,,99,2832,1,,,1,,,,,,,
2833,Opportunist,,,22263,22263,,99,2833,1,,,1,,,,,,,
2834,Sure Shot,,,22272,22272,,99,2834,1,,,1,,,,,,,
2835,Focused Power,,,22257,22257,,99,2835,1,,,1,,,,,,,
2836,Spiritual Refinement,,,22271,22271,,99,2836,1,,,1,,,,,,,
2837,Natural Fighter,,,22262,22262,,99,2837,1,,,1,,,,,,,
2838,Refreshing Dominance - Dwarf,,,22667,22667,,99,2838,1,,,1,,,,,,,
2839,Refreshing Dominance - Empire,,,22666,22666,,99,2839,1,,,1,,,,,,,
2840,Refreshing Dominance - High Elf,,,22661,22661,,99,2840,1,,,1,,,,,,,
2841,Dwarves Fear me,,,22667,22667,,99,2841,1,,,1,,,,,,,
2842,"The ""Empire"" Fears me",,,22666,22666,,99,2842,1,,,1,,,,,,,
2843,High Elves Fear me,,,22661,22661,,99,2843,1,,,1,,,,,,,
2844,Refreshing Dominance - Orc,,,22663,22663,,99,2844,1,,,1,,,,,,,
2845,Refreshing Dominance - Chaos,,,22670,22670,,99,2845,1,,,1,,,,,,,
2846,Refreshing Dominance - Dark Elf,,,22668,22668,,99,2846,1,,,1,,,,,,,
2847,Orcs Fear me,,,22663,22663,,99,2847,1,,,1,,,,,,,
2848,Chaos Fears me,,,22670,22670,,99,2848,1,,,1,,,,,,,
2849,Dark Elves Fear me,,,22668,22668,,99,2849,1,,,1,,,,,,,
2850,Invigorating Victory - Orc,,,22663,22663,,99,2850,1,,,1,,,,,,,
2851,Invigorating Victory - Chaos,,,22670,22670,,99,2851,1,,,1,,,,,,,
2852,Invigorating Victory - Dark Elf,,,22668,22668,,99,2852,1,,,1,,,,,,,
2853,For Glory!,,,22671,22671,,99,2853,1,,,1,,,,,,,
2854,King of the Hill,,,22665,22665,,99,2854,1,,,1,,,,,,,
2855,Mission Focused,,,22651,22651,,99,2855,1,,,1,,,,,,,
2856,Town Raider,,,22654,22654,,99,2856,1,,,1,,,,,,,
2857,Combat Awareness,,,22657,22657,,99,2857,1,,,1,,,,,,,
2858,Looter,,,22656,22656,,99,2858,1,,,1,,,,,,,
2859,King Slayer,,,22669,22669,,99,2859,1,,,1,,,,,,,
2860,Nemesis,,,22658,22658,,99,2860,1,,,1,,,,,,,
2861,Defender,,,22274,22274,,99,2861,1,,,1,,,,,,,
2862,Reflexes,,,22264,22264,,99,2862,1,,,1,,,,,,,
2863,Agility,,,22252,22252,,99,2863,1,,,1,,,,,,,
2864,Arcane Dismissal,,,22276,22276,,99,2864,1,,,1,,,,,,,
2865,Invigorating Victory - Dwarf,,,22667,22667,,99,2865,1,,,1,,,,,,,
2866,Invigorating Victory - Empire,,,22666,22666,,99,2866,1,,,1,,,,,,,
2867,Invigorating Victory - High Elf,,,22661,22661,,99,2867,1,,,1,,,,,,,
2868,Dwarven Camaraderie,,,22667,22667,,99,2868,1,,,1,,,,,,,
2869,Orcish Camaraderie,,,22663,22663,,99,2869,1,,,1,,,,,,,
2870,Empire Alligence,,,22666,22666,,99,2870,1,,,1,,,,,,,
2871,Chaotic Alligence,,,22670,22670,,99,2871,1,,,1,,,,,,,
2872,High Elf Lineage,,,22661,22661,,99,2872,1,,,1,,,,,,,
2873,Dark Elf Lineage,,,22668,22668,,99,2873,1,,,1,,,,,,,
2874,Dwarf Bane,,,22667,22667,,99,2874,1,,,1,,,,,,,
2875,Greenskin Bane,,,22663,22663,,99,2875,1,,,1,,,,,,,
2876,Empire Bane,,,22666,22666,,99,2876,1,,,1,,,,,,,
2877,Chaos Bane,,,22670,22670,,99,2877,1,,,1,,,,,,,
2878,High Elf Bane ,,,22661,22661,,99,2878,1,,,1,,,,,,,
2879,Dark Elf Bane ,,,22668,22668,,99,2879,1,,,1,,,,,,,
2880,Reinforcement,,,22265,22266,,99,2880,1,,,1,,,,,,,
2881,Resilient,,,22266,22266,,99,2881,1,,,1,,,,,,,
2882,Unbending Will,,,22273,22273,,99,2882,1,,,1,,,,,,,
2883,Fireproof,,,22256,22256,,99,2883,1,,,1,,,,,,,
,,,,,,,,,,,,1,,,,,,,
,,,,,,,,,,,,1,,,,,,,
;,;Mount Items,,,,,,,,,,,1,,,,,,,
2900,Summon Mount - Basic Dwarf - old,,,20233,20233,,136,2900,1,,,0,,-1,,,,,
2901,Summon Mount - Basic Goblin - old,,,20221,20221,,78,2901,1,,,0,,-1,,,,,
2902,Summon Mount - Basic Orc - old,,,20219,20219,,78,2902,1,,,0,,-1,,,,,
2903,Summon Mount - Basic Empire - old,,,20220,20220,,78,2903,1,,,0,,-1,,,,,
2904,Summon Moun - Basic Chaos - old,,,20216,20216,,78,2904,1,,,0,,-1,,,,,
2905,Summon Mount - Basic High Elf - old,,,20218,20218,,78,2905,1,,,0,,-1,,,,,
2906,Summon Mount - Basic Dark Elf - old,,,20215,20215,,78,2906,1,,,0,,-1,,,,,
2907,Summon Mount - Basic Magus - old,,,50009,50009,,71,2907,1,,,0,,-1,,,,,
2908,Fling Tentacle Pie,,,0,0,,23,2908,1,,,0,,,,,,,
2909,Imperial Hunting Hound,,,938,938,,0,2909,1,,,0,,,,,,,
2910,Warlord’s Fell Hound,,,941,941,,0,2910,1,,,0,,,,,,,
2911,Bitter Rivals' Brew,,,0,0,,112,2911,1,,,0,,,,,,,
2912,Ritualistic Drain,,,0,0,,73,2912,1,,,0,,,,,,,
2913,Ritualistic Restoration,,,0,0,,73,2913,1,,,0,,,,,,,
2914,Reform the Lost Map,,,0,0,,,2914,,,,0,,,,,,,
2915,Sending Noggin' Back to Owner,,,0,0,,73,2915,1,,,0,,,,,,,
;,;Magus Pet VFX,,,,,,,,,,,,,,,,,,
2916,Pink Horror GFXMOD Autoattack Override,,,0,0,,72,2916,1,,,0,,,,,,,
2917,Flamer GFXMOD Autoattack Override,,,0,0,,72,2917,1,,,0,,,,,,,
2918,Blue Horror GFXMOD Autoattack Override,,,0,0,,72,2918,1,,,0,,,,,,,
2919,Detonation,,,5114,5114,,32,2919,1,,,0,,,,,,,
2920,Call To Arms!,,,5168,5168,,0,2920,1,,,0,,,,,,,
2921,Night of Murder - Monster Version,,,0,0,,,2921,,,,0,,,,,,,
2922,Burning Blood Potion,,,5003,5003,,,2922,,,,0,,,,,,,
2923,Grimnir's Mercy,,,485,485,,,2923,,,,0,,,,,,,
2924,Redfang Grog,,,5184,5184,,,2924,,,,0,,,,,,,
2925,Fascination with Murder,,,10960,10960,,,2925,,,,0,,,,,,,
2926,Night Of Murder: Skull Tossing,,,0,0,,23,2926,1,,,0,,,,,,,
2927,"Night of Murder ""Marked"" Ability",,,0,0,,,2927,,,,0,,,,,,,
2928,Mark Davis Test Ability,,,2085,2085,,,2928,,,,0,,,,,,,
2929,Haloween item,,,2085,2085,,32,2929,1,,,0,,,,,,,
2930,Passive +RF,,,8030,8030,,,2930,,,,0,,,,,,,
2931,Passive +SE,,,10937,10937,,,2931,,,,0,,,,,,,
2932,Magnificent Fireworks,,,0,0,,21,2932,1,,,0,,,,,,,
2933,Impressive Fireworks,,,0,0,,21,2933,1,,,0,,,,,,,
2934,Mundane Fireworks,,,0,0,,21,2934,1,,,0,,,,,,,
2935,Dwarf Beer Keg,,,0,0,,112,2935,1,,,0,,,,,,,
2936,Last Call Keg ,,,0,0,,112,2936,1,,,0,,,,,,,
2937,Last Call Keg,,,0,0,,112,2937,1,,,0,,,,,,,
2938,Explosive Ale,,,357,357,,23,2938,1,,,0,,,,,,,
2939,Explosive Porter,,,358,358,,23,2939,1,,,0,,,,,,,
2940,Explosive Stout,,,359,359,,23,2940,1,,,0,,,,,,,
2941,Explosive Lager,,,360,360,,23,2941,1,,,0,,,,,,,
2942,,,,,,,,2942,,,,1,,,,,,,
2943,,,,,,,,2943,,,,1,,,,,,,
2944,,,,,,,,2944,,,,1,,,,,,,
2945,Runepriest's Strength,,,4502,4502,,71,2945,1,,,1,,,,,,,
2946,Runepriest's Armor,,,4554,4554,,71,2946,1,,,1,,,,,,,
2947,Runepriest's Ward,,,4445,4445,,71,2947,1,,,1,,,,,,,
2948,Runepriest's Regeneration,,,4561,4561,,71,2948,1,,,1,,,,,,,
;,;RVR Keep Lord Abilities,,,,,,,;,,,,1,,,,,,,
;,;Greenskin Keep Lords,,,,,,,;,,,,1,,,,,,,
2950,Savage Blow,,,2497,2497,,47,2950,1,,,1,,,,,,,
2951,Whirling Blades,,,2497,2497,,33,2951,1,,,1,,,,,,,
2952,Deafing Roar,,,2497,2497,,76,2952,1,,,1,,,,,,,
2953,Brutal Assault,,,2497,2497,,47,2953,1,,,1,,,,,,,
2954,Red Frenzy,,,2497,2497,,76,2954,1,,,1,,,,,,,
;,;Dwarf Keep Lords,,,,,,,;,,,,1,,,,,,,
2955,Savage Blow,,,2497,2497,,99,2955,1,,,1,,,,,,,
2956,Whirling Blades,,,2497,2497,,99,2956,1,,,1,,,,,,,
2957,Deafing Roar,,,2497,2497,,99,2957,1,,,1,,,,,,,
2958,Brutal Assault,,,2497,2497,,99,2958,1,,,1,,,,,,,
2959,Red Frenzy,,,2497,2497,,99,2959,1,,,1,,,,,,,
;,;Empire Keep Lords,,,,,,,;,,,,1,,,,,,,
2960,Savage Blow,,,2497,2497,,99,2960,1,,,1,,,,,,,
2961,Whirling Blades,,,2497,2497,,99,2961,1,,,1,,,,,,,
2962,Deafing Roar,,,2497,2497,,99,2962,1,,,1,,,,,,,
2963,Brutal Assault,,,2497,2497,,99,2963,1,,,1,,,,,,,
2964,Red Frenzy,,,2497,2497,,99,2964,1,,,1,,,,,,,
;,;Chaos Keep Lords,,,,,,,;,,,,1,,,,,,,
2965,Savage Blow,,,2497,2497,,99,2965,1,,,1,,,,,,,
2966,Whirling Blades,,,2497,2497,,99,2966,1,,,1,,,,,,,
2967,Deafing Roar,,,2497,2497,,99,2967,1,,,1,,,,,,,
2968,Brutal Assault,,,2497,2497,,99,2968,1,,,1,,,,,,,
2969,Red Frenzy,,,2497,2497,,99,2969,1,,,1,,,,,,,
;,;High Elf Keep Lords,,,,,,,;,,,,1,,,,,,,
2970,Savage Blow,,,2497,2497,,99,2970,1,,,1,,,,,,,
2971,Whirling Blades,,,2497,2497,,99,2971,1,,,1,,,,,,,
2972,Deafing Roar,,,2497,2497,,99,2972,1,,,1,,,,,,,
2973,Brutal Assault,,,2497,2497,,99,2973,1,,,1,,,,,,,
2974,Red Frenzy,,,2497,2497,,99,2974,1,,,1,,,,,,,
;,;Dark Elf Keep Lords,,,,,,,;,,,,1,,,,,,,
2975,Savage Blow,,,2497,2497,,99,2975,1,,,1,,,,,,,
2976,Whirling Blades,,,2497,2497,,99,2976,1,,,1,,,,,,,
2977,Deafing Roar,,,2497,2497,,99,2977,1,,,1,,,,,,,
2978,Brutal Assault,,,2497,2497,,99,2978,1,,,1,,,,,,,
2979,Red Frenzy,,,2497,2497,,99,2979,1,,,1,,,,,,,
,,,,,,,,0,,,,1,,,,,,,
;,;Guild banner abilities,,,,,,,;,,,,1,,,,,,,
2980,AP Regen,,,2497,2497,,99,2980,1,,,1,,,,,,,
2981,Morale Regen,,,2497,2497,,99,2981,1,,,1,,,,,,,
2982,Critical Hit Bonus,,,2497,2497,,99,2982,1,,,1,,,,,,,
2983,Targeted Heal Bonus,,,2497,2497,,99,2983,1,,,1,,,,,,,
2984,XP Bonus,,,2497,2497,,99,2984,1,,,1,,,,,,,
2985,Guild XP Bonus,,,2497,2497,,99,2985,1,,,1,,,,,,,
2986,Renown Bonus,,,2497,2497,,99,2986,1,,,1,,,,,,,
2987,Keep Assault Damage Bonus,,,2497,2497,,99,2987,1,,,1,,,,,,,
2988,Keep Defense Damage Bonus,,,2497,2497,,99,2988,1,,,1,,,,,,,
2989,Siege Weapon Damage Bonus,,,2497,2497,,99,2989,1,,,1,,,,,,,
2990,Flanker Bonus,,,2497,2497,,99,2990,1,,,1,,,,,,,
2991,Heal Aura,,,2497,2497,,99,2991,1,,,1,,,,,,,
2992,Gold Bonus,,,2497,2497,,99,2992,1,,,1,,,,,,,
2993,Influence Bonus,,,2497,2497,,99,2993,1,,,1,,,,,,,
2993,,,,,,,,2993,,,,1,,,,,,,
,,,,,,,,0,,,,1,,,,,,,
;,Anas - Monster Abilities 2nd Range / Start  (3000-3149),,,,,,,;,,,,1,,,,,,,
3000,Mark of the Grove,,,5125,5125,,72,3000,1,,,1,,,,,,,
3001,Mortar Stike,,,5125,5125,,114,3001,1,,,1,,,,,,,
3002,Burn,,,5125,5125,,70,3002,1,,,1,,,,,,,
3003,Webs of Teeth,,,10990,10990,,72,3003,1,,,1,,,,,,,
3004,Knocked Out,,,5125,5125,,54,3004,1,,,1,,,,,,,
3005,Rattling Bones,,,5125,5125,,73,3005,1,,,1,,,,,,,
3006,Gernade Blast,,,5125,5125,,178,3006,1,,,1,,,,,,,
3007,Heartstopping Snort,,,5125,5125,,70,3007,1,,,1,,,,,,,
3008,Mindrending Roar,,,5125,5125,,70,3008,1,,,1,,,,,,,
3009,Point Blank Shot,,,5125,5125,,71,3009,1,,,1,,,,,,,
3010,'eadrippa,,,5125,5125,,67,3010,1,,,1,,,,,,,
3011,Bloody Sun Charge,,,5125,5125,,67,3011,1,,,1,,,,,,,
3012,Sticky Mushroom,,,5125,5125,,70,3012,1,,,1,,,,,,,
3013,Deathweaver's Grasp,,,5125,5125,,71,3013,1,,,1,,,,,,,
3014,Cannon Hit,,,5125,5125,,70,3014,1,,,1,,,,,,,
3015,Squig Heal,,,5125,5125,,69,3015,1,,,1,,,,,,,
3016,Hurlesson's Explosive Run,,,5125,5125,,71,3016,1,,,1,,,,,,,
3017,Flame Thrower,,,5125,5125,,67,3017,1,,,1,,,,,,,
3018,Strength of Unity,,,5125,5125,,73,3018,1,,,1,,,,,,,
3019,Flash Gernade,,,5125,5125,,155,3019,1,,,1,,,,,,,
3020,Plauge of Boils,,,5125,5125,,73,3020,1,,,1,,,,,,,
3021,Waaagh! Overload,,,5125,5125,,70,3021,1,,,1,,,,,,,
3022,Gyrocopter Bomb,,,5125,5125,,70,3022,1,,,1,,,,,,,
3023,Eadbutt,,,5215,5125,,70,3023,1,,,1,,,,,,,
3024,Maw Belch,,,5125,5125,,69,3024,1,,,1,,,,,,,
3025,Electric Blast,,,5125,5125,,69,3025,1,,,1,,,,,,,
3026,Flame Thrower Turret,,,5125,5125,,67,3026,1,,,1,,,,,,,
3027,Wynyssa's Gratitude,,,8010,8010,,73,3027,1,,,1,,,,,,,
3028,Throcane Essence,,,5225,5225,,73,3028,1,,,1,,,,,,,
3029,Spit Bomb,,,5125,5125,,69,3029,1,,,1,,,,,,,
3030,Hard Stomp,,,2526,5125,,70,3030,1,,,1,,,,,,,
3031,Corrosive Vomit,,,5213,5213,,69,3031,1,,,1,,,,,,,
3032,Slimy Vomit,,,4506,4506,,69,3032,1,,,1,,,,,,,
3033,Gunbad Buff,,,4518,4518,,32,3033,1,,,1,,,,,,,
3034,Lord Porus,,,2464,2464,,69,3034,,,,1,,,,,,,
3035,Moonflare,,,4505,4505,,72,3035,1,,,1,,,,,,,
3036,Bone Throw,,,2430,2430,,68,3036,,,,1,,,,,,,
3037,Bone Giant Stomp,,,4556,4556,,70,3037,,,,1,,,,,,,
3038,Encounters,,,2577,2577,,32,3038,,,,1,,,,,,,
3039,Encounters,,,4540,4540,,32,3039,,,,1,,,,,,,
3040,Encounters,,,2573,2573,,32,3040,,,,1,,,,,,,
3041,Bleed,,,2434,2434,,70,3041,1,,,1,,,,,,,
3042,Sacellum Small Peff,,,5125,5125,,32,3042,,,,,,,,,,,
3043,Sacellum Big Peff,,,5125,5125,,32,3043,,,,,,,,,,,
3044,Poison Font,,,13355,13355,,32,3044,,,,,,,,,,,
3045,Eldazar Cone KB/DD,,,5125,5125,,69,3045,1,,,1,,,,,,,
3046,Eldazar Targeted DD,,,5125,5125,,75,3046,1,,,1,,,,,,,
3047,Eldazar Targeted AOE DoT,,,5237,5237,,75,3047,1,,,1,,,,,,,
3048,Mournfire Bladefury,,,5237,5237,,33,3048,1,,,1,,,,,,,
3049,Mournfire Strike,,,5237,5237,,47,3049,1,,,1,,,,,,,
3050,Mournfire Vengeance,,,13386,13386,,29,3050,1,,,1,,,,,,,
3051,Generic Boss Mark,,,5125,5125,,32,3051,1,,,1,,,,,,,
3052,Pillar Heal,,,13340,13340,,32,3052,1,,,1,,,,,,,
3053,Claw of Flame,,,5125,5125,,72,3053,1,,,1,,,,,,,
3054,Claw of Flame,,,5125,5125,,32,3054,1,,,1,,,,,,,
3055,Corporeal Mass Silence,,,5174,5174,,72,3055,1,,,1,,,,,,,
3056,Corp AoE Debuff,,,5174,5174,,32,3056,1,,,1,,,,,,,
3057,Dryad Snare DD,,,5174,5174,,32,3057,1,,,1,,,,,,,
3058,Corporeal Mass Silence,,,5174,5174,,32,3058,1,,,1,,,,,,,
3059,Azorgaron's Breath,,,7934,7934,,69,3059,1,,,1,,,,,,,
3060,Keeper AOE Lifetap,,,5241,5241,,70,3060,1,,,1,,,,,,,
3061,Daemonette Scream,,,5125,5125,,69,3061,1,,,1,,,,,,,
3062,Exposed Wound,,,7974,7974,,67,3062,1,,,1,,,,,,,
3063,Enfeebling Shot,,,7984,7984,,72,3063,1,,,1,,,,,,,
3064,Directed Shot,,,5125,0,,71,3064,1,,,1,,,,,,,
3065,Just Cause,,,7977,7977,,70,3065,1,,,0,,,,,,,
3066,Concussive Shot,,,7970,7970,,71,3066,1,,,1,,,,,,,
3067,Damning Words,,,5125,5125,,73,3067,1,,,1,,,,,,,
3068,Righteous Strike,,,5125,5125,,67,3068,1,,,1,,,,,,,
3069,Righteous Faith,,,5125,5125,,72,3069,1,,,1,,,,,,,
3070,Faith of the Masses,,,5125,5125,,71,3070,1,,,1,,,,,,,
3071,Faith of Redemption,,,5125,5125,,71,3071,1,,,1,,,,,,,
3072,Divine Shield,,,7973,7973,,72,3072,1,,,1,,,,,,,
3073,Purity of Faith,,,5125,5125,,68,3073,1,,,1,,,,,,,
3074,Lingering Pain,,,7989,7989,,71,3074,1,,,1,,,,,,,
3075,Searing Pain,,,5125,5125,,71,3075,1,,,1,,,,,,,
3076,Smoking Wounds,,,8020,8020,,72,3076,1,,,1,,,,,,,
3077,Flames of Retribution,,,7971,7971,,71,3077,1,,,0,,,,,,,
3078,Pillars of Fire,,,5125,5125,,72,3078,1,,,1,,,,,,,
3079,Blastwave,,,5125,5125,,71,3079,1,,,1,,,,,,,
3080,Furious Strike,,,5125,5125,,49,3080,1,,,1,,,,,,,
3081,Commanding Advantage,,,8008,8008,,32,3081,1,,,0,,,,,,,
3082,Imperial Banner,,,7986,7986,,69,3082,1,,,0,,,,,,,
3083,Shield Bash,,,8078,8078,,26,3083,1,,,1,,,,,,,
3084,Piercing Blow,,,5125,5125,,38,3084,1,,,1,,,,,,,
3085,Rites of the Raven,,,5125,0,,32,3085,1,,,,,,,,,,
3086,Bite,,,5125,5125,,67,3086,1,,,1,,,,,,,
3087,Invisible Nuke,,,5125,5125,,32,3087,,,,,,,,,,,
3088,Piercing Bolt,,,13310,13310,,177,3088,1,,,0,,,,,,,
3089,Choking Smoke,,,8013,8013,,32,3089,1,,,1,,,,,,,
3090,Raven's Retreat,,,5125,5125,,71,3090,1,,,,,,,,,,
3091,Enclave - Beastman Melee 1,,,5201,5201,,68,3091,1,,,1,,,,,,,
3092,Enclave - Beastman Cleave,,,5125,5125,,67,3092,1,,,1,,,,,,,
3093,Enclave - Beastman Whirlwind Bleed,,,5201,5201,,70,3093,1,,,1,,,,,,,
3094,Enclave - Beastman Target Marker,,,5154,5154,,73,3094,1,,,1,,,,,,,
3095,Enclave - Beastman Aggro Switch,,,5153,5153,,68,3095,1,,,1,,,,,,,
3096,Enclave - Beastman PBAOE Debuff,,,10940,10940,,69,3096,1,,,1,,,,,,,
3097,Enclave - Charger Cleave,,,5125,5125,,70,3097,1,,,1,,,,,,,
3098,Crypts axe throw,,,5125,5125,,72,3098,1,,,1,,,,,,,
3099,Enclave - Beastman Boss  -Cleave,,,5125,5125,,70,3099,1,,,1,,,,,,,
3100,Enclave - Beastman Boss - AE Silence,,,10908,10908,,69,3100,1,,,1,,,,,,,
3101,Enclave - Beastman Boss - Group Heal,,,5125,5125,,69,3101,1,,,1,,,,,,,
3102,Enclave - Beastman Boss - Morale Debuff,,,10928,10928,,70,3102,1,,,1,,,,,,,
3103,Enclave - Beastman Boss - Damage Add,,,10949,10949,,32,3103,1,,,1,,,,,,,
3104,Enclave - Bugmans,,,4568,4568,,69,3104,1,,,1,,,,,,,
3105,Enclave - Tilean,,,10939,10939,,68,3105,1,,,1,,,,,,,
3106,Treeman,,,8046,8046,,67,3106,1,,,1,,,,,,,
3107,Enclave - Human - Aggro Switch,,,5153,5153,,26,3107,1,,,1,,,,,,,
3108,Enclave - Human - Cleave,,,5153,5153,,34,3108,1,,,1,,,,,,,
3109,Enclave - Human - Axe throw,,,5153,5153,,23,3109,1,,,1,,,,,,,
3110,Damage Font,,,5268,5268,,32,3110,0,,,0,,,,,,,
3111,Enclave - Human - Whirlwind,,,5252,5252,,33,3111,1,,,1,,,,,,,
3112,Bloody Sun Fodder,,,2516,5216,,0,3112,0,,,0,,,,,,,
3113,Sewers Priest Font,,,5125,5125,,72,3113,1,,,1,,,,,,,
3114,Enclave - Demon - Stacking Bleed,,,5194,5194,,48,3114,1,,,1,,,,,,,
3115,Enclave - Demon - Stacking Bleed count,,,5194,5194,,32,3115,1,,,1,,,,,,,
3116,Enclave - Demon - Melee 1,,,7951,7951,,68,3116,1,,,1,,,,,,,
3117,Enclave - Demon - Cleave,,,5125,5125,,67,3117,1,,,1,,,,,,,
3118,Enclave - Demon - Cone Debuff AP,,,5208,5208,,69,3118,1,,,1,,,,,,,
3119,Sewers - Zombie Explode,,,5116,5116,,32,3119,0,,,0,,,,,,,
3120,Enclave - Demon - Boss - Charge,,,5114,5114,,32,3120,1,,,1,,,,,,,
3121,Sewers - Bulbous Aura,,,5140,5140,,32,3121,0,,,0,,,,,,,
3122,Enclave - Demon - Boss - 2nd Threat,,,5125,5125,,67,3122,1,,,1,,,,,,,
3123,Enclave - Skeleton - Cleave,,,5125,5125,,67,3123,1,,,1,,,,,,,
3124,Enclave - Sarloth Stomp,,,5255,5255,,70,3124,1,,,1,,,,,,,
3125,Enclave - Skeleton - Random AOE,,,5125,5125,,72,3125,1,,,1,,,,,,,
